municipio,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,freq,share_tracado_via_tipo,share_is_night,share_is_weekend,share_is_single_lane
cristopolis,977,65,289,71,492,60,360,512,334,0.94311377245509,0.446107784431138,0.502994011976048,0.994011976047904
estreito,759,47,200,98,359,55,298,578,334,0.853293413173653,0.440119760479042,0.553892215568862,0.94311377245509
itauba,795,20,157,86,500,32,243,487,334,0.880239520958084,0.452095808383234,0.526946107784431,0.991017964071856
silveiras,565,5,108,27,413,12,135,462,334,0.323353293413174,0.425149700598802,0.482035928143713,0.0029940119760479
floresta,722,32,220,86,365,19,306,432,333,0.933933933933934,0.42042042042042,0.432432432432432,0.993993993993994
rio dos bois,781,43,204,85,429,20,289,529,333,0.717717717717718,0.321321321321321,0.474474474474475,1
sao francisco do gloria,706,17,218,63,392,16,281,501,332,0.448795180722892,0.355421686746988,0.496987951807229,1
nepomuceno,491,9,112,14,348,8,126,408,331,0.214501510574018,0.344410876132931,0.419939577039275,0.00302114803625378
taquaritinga do norte,851,79,202,165,352,53,367,586,331,0.661631419939577,0.495468277945619,0.531722054380665,1
piratini,575,14,111,50,392,8,161,437,330,0.696969696969697,0.442424242424243,0.478787878787879,0.984848484848485
congonhal,745,29,224,118,355,19,342,555,329,0.829787234042553,0.477203647416413,0.52887537993921,0.966565349544073
sao simao,734,24,197,53,438,22,250,507,329,0.854103343465046,0.486322188449848,0.525835866261398,0.9209726443769
boa vista das missoes,755,33,190,47,476,9,237,552,328,0.472560975609756,0.271341463414634,0.463414634146342,0.99390243902439
ponte alta do norte,614,26,190,41,335,22,231,459,326,0.54601226993865,0.469325153374233,0.530674846625767,0.996932515337423
laranjal,694,39,199,60,368,28,259,511,325,0.643076923076923,0.452307692307692,0.532307692307692,0.996923076923077
planura,807,20,202,116,448,21,318,524,324,0.716049382716049,0.521604938271605,0.509259259259259,0.953703703703704
pocinhos,752,28,204,70,410,40,274,549,324,0.861111111111111,0.388888888888889,0.5,0.996913580246914
carpina,773,27,166,81,453,46,247,648,323,0.789473684210526,0.371517027863777,0.504643962848297,0.882352941176471
eugenopolis,595,16,249,67,248,15,316,428,323,0.241486068111455,0.411764705882353,0.507739938080495,0.996904024767802
joao camara,683,56,153,124,296,54,277,548,323,0.885448916408669,0.43343653250774,0.495356037151703,0.984520123839009
custodia,765,59,147,163,355,41,310,555,322,0.906832298136646,0.46583850931677,0.453416149068323,0.996894409937888
itaqui,681,12,179,43,436,11,222,424,322,0.866459627329193,0.406832298136646,0.46583850931677,0.987577639751553
sao pedro do sul,676,25,202,56,382,11,258,468,322,0.84472049689441,0.43167701863354,0.506211180124224,0.984472049689441
santo antonio do sudoeste,790,18,232,53,446,41,285,557,320,0.671875,0.365625,0.49375,0.99375
ulianopolis,758,60,179,75,408,36,254,508,320,0.896875,0.43125,0.496875,0.99375
almirante tamandare do sul,790,23,189,44,521,13,233,510,319,0.460815047021944,0.35423197492163,0.520376175548589,0.96551724137931
dom expedito lopes,683,46,138,100,354,45,238,493,319,0.626959247648903,0.41692789968652,0.520376175548589,0.978056426332288
santa luzia do itanhy,673,50,152,87,350,34,239,490,319,0.473354231974922,0.376175548589342,0.507836990595611,0.996865203761755
canta,859,43,304,86,343,83,390,489,317,0.763406940063092,0.488958990536278,0.583596214511041,0.949526813880126
barao de cocais,715,26,198,84,394,13,282,530,316,0.5,0.332278481012658,0.474683544303797,0.984177215189873
laje,758,44,214,96,362,42,310,543,316,0.686708860759494,0.363924050632911,0.493670886075949,0.987341772151899
carai,811,50,303,100,329,29,403,480,315,0.577777777777778,0.46031746031746,0.479365079365079,0.993650793650794
buerarema,723,31,170,86,401,35,256,495,313,0.731629392971246,0.424920127795527,0.498402555910543,0.990415335463259
tacaimbo,834,53,207,90,431,53,297,557,313,0.942492012779553,0.472843450479233,0.44408945686901,0.987220447284345
california,711,34,159,79,407,32,238,520,312,0.66025641025641,0.480769230769231,0.516025641025641,0.881410256410256
rio das ostras,604,23,114,68,375,23,182,501,308,0.636363636363636,0.347402597402597,0.428571428571429,0.974025974025974
palmeiras do tocantins,669,19,158,70,408,14,228,455,307,0.856677524429968,0.400651465798046,0.47557003257329,0.98371335504886
ivoti,671,5,118,24,510,14,142,594,305,0.475409836065574,0.39016393442623,0.455737704918033,0.727868852459016
araripina,765,98,182,139,273,73,321,530,304,0.911184210526316,0.549342105263158,0.49671052631579,0.980263157894737
itagimirim,819,27,202,68,499,23,270,439,304,0.578947368421053,0.381578947368421,0.457236842105263,0.960526315789474
santo antonio da barra,701,43,197,66,381,14,263,440,304,0.848684210526316,0.388157894736842,0.480263157894737,0.598684210526316
flores de goias,827,61,229,104,403,30,333,442,303,0.897689768976898,0.389438943894389,0.541254125412541,0.973597359735974
timoteo,661,26,215,70,337,13,285,497,303,0.64026402640264,0.495049504950495,0.462046204620462,0.99009900990099
ilheus,694,13,216,62,371,32,278,524,302,0.625827814569536,0.377483443708609,0.516556291390729,0.996688741721854
terra nova do norte,715,38,196,90,371,20,286,443,302,0.639072847682119,0.420529801324503,0.516556291390729,0.966887417218543
sao jose da laje,613,33,145,131,273,31,276,423,299,0.42809364548495,0.334448160535117,0.461538461538462,1
jupi,687,49,171,108,307,52,279,511,298,0.778523489932886,0.459731543624161,0.533557046979866,0.993288590604027
morro reuter,653,13,155,61,419,5,216,523,298,0.432885906040268,0.228187919463087,0.647651006711409,0.899328859060403
dois irmaos do buriti,741,20,137,120,448,16,257,409,297,0.757575757575758,0.484848484848485,0.511784511784512,0.952861952861953
ibitiara,757,30,197,54,452,24,251,430,296,0.489864864864865,0.314189189189189,0.5,0.966216216216216
sao francisco de goias,684,21,163,100,382,18,263,503,296,0.898648648648649,0.371621621621622,0.483108108108108,0.986486486486486
descanso,773,68,204,129,354,18,333,448,295,0.406779661016949,0.366101694915254,0.511864406779661,0.989830508474576
virmond,579,26,180,54,301,18,234,426,295,0.427118644067797,0.413559322033898,0.532203389830509,0.969491525423729
cumari,718,18,107,57,524,12,164,440,294,0.496598639455782,0.397959183673469,0.445578231292517,0.982993197278912
jussara,688,44,233,77,315,19,310,441,294,0.80952380952381,0.408163265306122,0.465986394557823,0.755102040816326
jaguari,652,20,139,50,435,8,189,399,292,0.321917808219178,0.339041095890411,0.462328767123288,0.993150684931507
naque,645,20,132,54,420,19,186,528,290,0.706896551724138,0.348275862068966,0.472413793103448,0.996551724137931
coronel barros,636,12,101,35,481,7,136,496,289,0.771626297577855,0.273356401384083,0.467128027681661,0.958477508650519
garopaba,589,15,186,64,314,10,250,446,289,0.681660899653979,0.335640138408305,0.494809688581315,0.439446366782007
sonora,692,30,169,81,389,23,250,444,289,0.813148788927336,0.539792387543253,0.449826989619377,0.937716262975779
aguiarnopolis,661,14,129,66,414,38,195,477,288,0.833333333333333,0.416666666666667,0.486111111111111,0.982638888888889
santo antonio das missoes,634,10,122,43,445,14,165,397,288,0.84375,0.444444444444444,0.482638888888889,0.996527777777778
umbauba,629,46,103,67,350,63,170,504,287,0.686411149825784,0.421602787456446,0.484320557491289,0.989547038327526
cassilandia,693,22,181,105,358,27,286,507,286,0.853146853146853,0.437062937062937,0.506993006993007,0.933566433566433
urai,612,13,197,53,331,18,250,405,286,0.527972027972028,0.391608391608392,0.486013986013986,0.91958041958042
lagoa do piaui,618,29,164,89,306,30,253,426,285,0.901754385964912,0.571929824561404,0.498245614035088,0.996491228070175
lajes,531,25,102,60,323,21,162,440,285,0.912280701754386,0.403508771929825,0.470175438596491,1
maranguape,670,20,161,51,377,61,212,416,285,0.698245614035088,0.305263157894737,0.470175438596491,0.870175438596491
riachao do bacamarte,492,26,158,55,236,17,213,355,285,0.617543859649123,0.375438596491228,0.47719298245614,0.298245614035088
peabiru,669,20,156,79,395,19,235,514,284,0.911971830985916,0.545774647887324,0.5,0.897887323943662
vitoria do xingu,671,37,173,64,365,32,237,414,284,0.700704225352113,0.387323943661972,0.514084507042254,0.985915492957746
engenheiro navarro,721,44,274,103,261,39,377,446,283,0.886925795053003,0.469964664310954,0.512367491166078,0.985865724381626
brunopolis,609,36,196,61,304,12,257,428,282,0.340425531914894,0.457446808510638,0.439716312056738,0.99645390070922
caetes,697,62,158,124,290,63,282,486,282,0.868794326241135,0.425531914893617,0.578014184397163,0.99645390070922
ourinhos,538,11,115,35,362,15,150,427,282,0.648936170212766,0.439716312056738,0.429078014184397,0.75177304964539
orizania,593,43,167,81,285,17,248,434,279,0.6415770609319,0.390681003584229,0.516129032258065,1
presidente castelo branco,614,8,160,57,369,20,217,470,278,0.79136690647482,0.438848920863309,0.492805755395683,0.733812949640288
simolandia,649,26,193,61,345,24,254,438,276,0.822463768115942,0.434782608695652,0.550724637681159,0.942028985507246
porto esperidiao,654,35,207,58,331,23,265,394,274,0.868613138686131,0.496350364963504,0.485401459854015,0.996350364963504
angicos,643,61,182,86,281,33,268,425,272,0.897058823529412,0.422794117647059,0.5,0.996323529411765
tres barras,570,19,173,91,273,14,264,425,272,0.672794117647059,0.452205882352941,0.522058823529412,0.992647058823529
ribeirao vermelho,467,4,83,10,367,3,93,400,271,0.549815498154982,0.549815498154982,0.44649446494465,0
ubaitaba,637,60,149,69,313,46,218,410,271,0.583025830258303,0.464944649446495,0.479704797047971,0.955719557195572
ubarana,581,35,158,53,317,18,211,417,270,0.807407407407407,0.496296296296296,0.522222222222222,1
umirim,611,32,150,101,269,59,251,455,270,0.659259259259259,0.37037037037037,0.492592592592593,0.977777777777778
buenopolis,608,24,177,111,276,20,288,418,269,0.925650557620818,0.401486988847584,0.524163568773234,0.951672862453531
guaranta do norte,544,39,158,93,227,27,251,394,268,0.645522388059702,0.5,0.611940298507463,0.925373134328358
italva,569,23,204,58,264,20,262,432,268,0.641791044776119,0.462686567164179,0.436567164179104,1
sao joao do sul,490,10,143,26,298,13,169,410,268,0.720149253731343,0.421641791044776,0.470149253731343,0.440298507462687
vila boa,787,41,266,130,335,15,396,417,268,0.925373134328358,0.41044776119403,0.529850746268657,0.98134328358209
dom pedro de alcantara,546,11,90,29,401,15,119,390,267,0.651685393258427,0.449438202247191,0.460674157303371,0.51685393258427
santa rosa,722,41,225,103,341,12,328,476,266,0.672932330827068,0.43984962406015,0.492481203007519,0.996240601503759
mae do rio,601,52,122,63,311,53,185,409,265,0.883018867924528,0.460377358490566,0.524528301886793,0.969811320754717
matupa,661,41,198,132,250,40,330,435,265,0.833962264150943,0.573584905660377,0.49433962264151,0.962264150943396
teodoro sampaio,514,24,131,30,310,19,161,411,265,0.60377358490566,0.358490566037736,0.471698113207547,0.99622641509434
delmiro gouveia,728,29,192,110,330,67,302,413,264,0.882575757575758,0.428030303030303,0.526515151515152,0.977272727272727
governador edison lobao,692,62,161,86,342,41,247,461,264,0.981060606060606,0.46969696969697,0.568181818181818,0.988636363636364
ipojuca,514,19,147,33,279,36,180,393,264,0.443181818181818,0.287878787878788,0.439393939393939,0.439393939393939
ituiutaba,548,23,143,77,285,20,220,394,264,0.708333333333333,0.424242424242424,0.511363636363636,0.928030303030303
chopinzinho,639,33,142,42,388,34,184,400,261,0.490421455938697,0.344827586206897,0.494252873563218,0.988505747126437
guia lopes da laguna,598,18,134,64,366,16,198,391,261,0.808429118773946,0.440613026819923,0.505747126436782,0.727969348659004
caseiros,532,21,137,33,328,13,170,389,260,0.534615384615385,0.403846153846154,0.507692307692308,0.996153846153846
sao vicente do sul,668,32,180,53,398,5,233,361,260,0.6,0.4,0.507692307692308,0.992307692307692
darcinopolis,634,33,124,54,393,30,178,383,259,0.826254826254826,0.316602316602317,0.444015444015444,0.984555984555985
boa nova,527,28,123,22,334,20,145,414,258,0.647286821705426,0.344961240310078,0.488372093023256,1
ibema,602,39,146,72,322,23,218,431,258,0.581395348837209,0.39922480620155,0.527131782945737,0.996124031007752
nioaque,536,23,148,73,271,21,221,315,258,0.693798449612403,0.496124031007752,0.5,0.965116279069768
elesbao veloso,579,45,134,99,264,37,233,349,256,0.67578125,0.484375,0.484375,0.9921875
guaicara,584,18,181,40,333,12,221,445,256,0.53125,0.4609375,0.5,0.99609375
jaci,503,14,110,33,328,18,143,417,256,0.88671875,0.46875,0.44921875,0.96875
bozano,568,16,123,46,374,9,169,439,254,0.665354330708662,0.397637795275591,0.413385826771654,1
marilandia do sul,636,24,184,50,352,26,234,416,254,0.736220472440945,0.433070866141732,0.586614173228346,0.97244094488189
conceicao da feira,600,20,151,34,370,25,185,454,252,0.781746031746032,0.380952380952381,0.523809523809524,0.849206349206349
flor da serra do sul,672,27,187,84,347,27,271,432,252,0.599206349206349,0.345238095238095,0.484126984126984,0.984126984126984
guamiranga,536,32,140,97,246,21,237,398,252,0.682539682539683,0.51984126984127,0.428571428571429,0.992063492063492
frei inocencio,544,27,136,68,296,17,204,418,251,0.788844621513944,0.50597609561753,0.545816733067729,0.956175298804781
severiano de almeida,434,16,94,38,279,7,132,355,250,0.252,0.276,0.472,0.964
baixo guandu,551,31,149,141,211,19,290,397,249,0.738955823293173,0.401606425702811,0.485943775100402,0.919678714859438
fruta de leite,503,17,141,46,284,15,187,367,249,0.289156626506024,0.385542168674699,0.437751004016064,0.995983935742972
moema,459,16,132,51,255,5,183,343,249,0.650602409638554,0.421686746987952,0.473895582329317,1
claro dos pocoes,594,29,231,116,213,5,347,341,248,0.645161290322581,0.379032258064516,0.435483870967742,1
mambore,711,29,255,57,350,20,312,386,248,0.661290322580645,0.42741935483871,0.455645161290323,0.983870967741936
santa mariana,643,31,164,82,346,20,246,396,248,0.737903225806452,0.443548387096774,0.44758064516129,0.983870967741936
nova xavantina,560,40,158,84,254,24,242,355,247,0.712550607287449,0.481781376518219,0.477732793522267,0.955465587044534
sao miguel do oeste,590,1,176,51,323,39,227,431,247,0.465587044534413,0.42914979757085,0.48582995951417,0.417004048582996
japaratuba,595,18,161,33,335,48,194,397,246,0.686991869918699,0.333333333333333,0.483739837398374,0.703252032520325
barrolandia,686,33,156,100,367,30,256,394,245,0.869387755102041,0.36734693877551,0.428571428571429,0.975510204081633
divino,497,39,137,70,226,25,207,371,243,0.390946502057613,0.444444444444444,0.51440329218107,1
douradina,621,24,140,69,345,43,209,337,243,0.798353909465021,0.411522633744856,0.518518518518519,0.954732510288066
figueiropolis,601,15,122,54,398,12,176,416,243,0.938271604938272,0.34156378600823,0.48559670781893,0.983539094650206
ventania,421,20,151,41,196,13,192,294,243,0.267489711934156,0.436213991769547,0.432098765432099,1
pinheiro machado,473,14,121,34,296,8,155,328,242,0.702479338842975,0.466942148760331,0.483471074380165,0.942148760330578
saudades,453,14,115,56,254,14,171,360,242,0.504132231404959,0.392561983471074,0.537190082644628,0.971074380165289
getulina,521,13,148,44,302,14,192,361,240,0.7875,0.408333333333333,0.491666666666667,1
jequia da praia,471,14,112,61,259,25,173,362,240,0.479166666666667,0.354166666666667,0.495833333333333,0.970833333333333
sao luis do curu,562,29,148,81,281,23,229,399,240,0.6875,0.4375,0.529166666666667,0.958333333333333
cicero dantas,614,48,160,82,264,60,242,367,239,0.631799163179916,0.410041841004184,0.527196652719665,0.99163179916318
senador jose bento,412,14,152,44,193,9,196,332,239,0.163179916317992,0.389121338912134,0.456066945606695,0.96234309623431
caldas brandao,498,14,92,66,289,37,158,385,238,0.819327731092437,0.432773109243698,0.563025210084034,0.38655462184874
estrela do norte,718,50,155,130,357,26,285,400,238,0.869747899159664,0.348739495798319,0.441176470588235,0.983193277310924
remigio,528,24,139,119,216,30,258,366,237,0.831223628691983,0.472573839662447,0.50210970464135,1
sao miguel do guama,604,57,128,82,283,54,210,435,237,0.869198312236287,0.388185654008439,0.544303797468355,0.970464135021097
aragarcas,573,45,176,72,259,21,248,329,236,0.75,0.453389830508475,0.542372881355932,0.927966101694915
santa rita do araguaia,503,13,114,46,316,14,160,403,236,0.838983050847458,0.440677966101695,0.533898305084746,0.372881355932203
florestal,445,12,136,62,220,15,198,328,235,0.6,0.353191489361702,0.48936170212766,0.25531914893617
santo antonio do grama,431,19,127,57,219,9,184,305,235,0.2,0.31063829787234,0.468085106382979,1
ipameri,610,11,135,63,381,20,198,332,234,0.884615384615385,0.444444444444444,0.52991452991453,0.688034188034188
paula freitas,520,25,130,51,294,20,181,394,234,0.773504273504274,0.367521367521368,0.47008547008547,0.974358974358974
pedro osorio,559,24,156,50,320,9,206,318,234,0.803418803418803,0.508547008547009,0.487179487179487,0.995726495726496
riachuelo,462,30,100,60,252,20,160,369,234,0.692307692307692,0.401709401709402,0.474358974358974,0.987179487179487
mato castelhano,530,16,121,48,326,19,169,379,233,0.785407725321888,0.40343347639485,0.472103004291846,0.987124463519313
saire,452,15,113,44,241,39,157,322,233,0.733905579399142,0.300429184549356,0.463519313304721,0.1931330472103
senador guiomard,561,25,155,84,266,31,239,320,233,0.721030042918455,0.454935622317597,0.536480686695279,0.927038626609442
mathias lobato,494,27,134,62,262,9,196,374,232,0.556034482758621,0.392241379310345,0.495689655172414,0.969827586206897
santa rita de caldas,407,21,131,59,185,11,190,301,232,0.387931034482759,0.396551724137931,0.512931034482759,0.978448275862069
morro redondo,384,12,87,25,251,9,112,312,231,0.58008658008658,0.45021645021645,0.437229437229437,0.939393939393939
tanquinho,524,43,146,80,225,30,226,353,231,0.640692640692641,0.437229437229437,0.536796536796537,0.995670995670996
divisa alegre,499,36,114,45,276,28,159,379,230,0.743478260869565,0.41304347826087,0.5,0.969565217391304
padre carvalho,516,57,133,80,231,15,213,357,230,0.6,0.360869565217391,0.508695652173913,1
garibaldi,599,11,163,41,357,27,204,421,229,0.576419213973799,0.423580786026201,0.558951965065502,0.934497816593886
porto amazonas,480,13,128,33,293,13,161,354,229,0.646288209606987,0.393013100436681,0.393013100436681,0.873362445414847
sao francisco do para,584,38,105,66,328,47,171,445,229,0.960698689956332,0.406113537117904,0.462882096069869,0.956331877729258
teixeira soares,514,26,156,51,269,12,207,363,229,0.676855895196507,0.384279475982533,0.423580786026201,0.995633187772926
herval doeste,469,26,122,49,259,13,171,365,228,0.583333333333333,0.416666666666667,0.451754385964912,0.978070175438597
inhambupe,501,57,177,73,164,30,250,346,228,0.824561403508772,0.521929824561403,0.570175438596491,1
sao mateus do maranhao,529,47,111,80,256,35,191,385,228,0.894736842105263,0.394736842105263,0.434210526315789,0.991228070175439
carmopolis,574,17,122,51,338,46,173,422,226,0.70353982300885,0.345132743362832,0.504424778761062,0.995575221238938
mara rosa,602,49,141,86,313,13,227,385,226,0.787610619469027,0.371681415929204,0.548672566371681,0.964601769911504
passo de torres,397,6,116,25,240,10,141,308,226,0.805309734513274,0.420353982300885,0.464601769911505,0.252212389380531
rio manso,434,8,85,18,315,8,103,332,225,0.542222222222222,0.413333333333333,0.426666666666667,0.0666666666666667
minas do leao,660,11,127,57,455,10,184,411,224,0.848214285714286,0.4375,0.526785714285714,1
panelas,456,68,113,57,183,35,170,326,224,0.473214285714286,0.383928571428571,0.428571428571429,0.995535714285714
propria,483,17,106,32,312,16,138,371,224,0.741071428571429,0.446428571428571,0.46875,0.955357142857143
bujari,641,27,183,94,306,31,277,346,223,0.977578475336323,0.426008968609866,0.466367713004484,0.932735426008969
iretama,431,18,121,55,221,16,176,311,223,0.318385650224215,0.367713004484305,0.475336322869955,0.977578475336323
sao pedro da cipa,488,14,71,48,344,11,119,435,223,0.878923766816144,0.331838565022422,0.488789237668162,0.946188340807175
coronel fabriciano,508,29,168,59,244,8,227,368,222,0.558558558558559,0.540540540540541,0.522522522522523,0.995495495495495
iuna,497,35,113,83,236,30,196,375,222,0.536036036036036,0.522522522522523,0.54954954954955,0.995495495495495
tres passos,619,21,269,91,221,17,360,384,222,0.527027027027027,0.463963963963964,0.463963963963964,0.968468468468468
varjao de minas,629,36,228,70,266,29,298,361,222,0.716216216216216,0.391891891891892,0.545045045045045,0.986486486486486
alto alegre do maranhao,524,45,111,76,277,15,187,376,221,0.877828054298643,0.425339366515837,0.493212669683258,0.990950226244344
brasilandia do tocantins,529,38,110,48,320,13,158,363,221,0.855203619909502,0.384615384615385,0.524886877828054,0.990950226244344
carapebus,477,21,100,38,303,15,138,372,221,0.841628959276018,0.402714932126697,0.475113122171946,0.728506787330317
fernandes pinheiro,522,15,146,70,277,14,216,392,221,0.764705882352941,0.402714932126697,0.48868778280543,0.981900452488688
oeiras,549,86,149,103,167,44,252,349,221,0.877828054298643,0.502262443438914,0.565610859728507,0.927601809954751
euclides da cunha,509,46,136,50,253,24,186,342,219,0.968036529680365,0.36986301369863,0.538812785388128,0.963470319634703
varjao,430,11,94,47,265,13,141,349,219,0.82648401826484,0.374429223744292,0.484018264840183,0.634703196347032
pugmil,551,24,135,81,284,27,216,346,218,0.963302752293578,0.440366972477064,0.596330275229358,0.995412844036697
dom aquino,447,22,124,41,253,7,165,289,216,0.800925925925926,0.412037037037037,0.518518518518519,0.986111111111111
campestre do maranhao,476,27,111,72,231,35,183,346,215,0.948837209302326,0.474418604651163,0.52093023255814,0.976744186046512
ponto novo,555,60,102,60,297,36,162,311,214,0.97196261682243,0.602803738317757,0.537383177570094,0.995327102803738
saldanha marinho,397,9,96,28,258,6,124,282,214,0.542056074766355,0.397196261682243,0.52803738317757,0.985981308411215
vitoria do mearim,494,44,94,73,232,51,167,343,214,0.747663551401869,0.47196261682243,0.434579439252336,0.901869158878505
canudos,534,44,157,47,269,17,204,307,213,0.929577464788732,0.370892018779343,0.549295774647887,0.990610328638498
dom cavati,526,28,158,95,230,15,253,367,213,0.751173708920188,0.511737089201878,0.586854460093897,0.948356807511737
brasileira,434,21,106,41,254,12,147,265,212,0.891509433962264,0.580188679245283,0.481132075471698,1
cambira,465,15,146,53,238,13,199,339,212,0.584905660377359,0.485849056603774,0.55188679245283,0.589622641509434
pedro gomes,588,20,134,50,371,13,184,319,212,0.877358490566038,0.433962264150943,0.466981132075472,0.971698113207547
sanharo,546,45,130,66,275,30,196,384,212,0.971698113207547,0.471698113207547,0.504716981132076,1
andradas,365,13,166,43,133,10,209,258,211,0.350710900473934,0.374407582938389,0.559241706161138,0.995260663507109
branquinha,506,45,145,100,186,30,245,327,211,0.412322274881517,0.37914691943128,0.57345971563981,1
igarape do meio,422,21,84,62,241,14,146,328,211,0.947867298578199,0.421800947867299,0.4739336492891,0.985781990521327
nova santa helena,473,12,119,27,307,8,146,302,211,0.639810426540284,0.421800947867299,0.507109004739337,0.985781990521327
campestre,452,8,137,50,244,13,187,321,209,0.607655502392344,0.444976076555024,0.545454545454545,1
acari,398,24,101,60,193,20,161,296,207,0.618357487922705,0.42512077294686,0.521739130434783,0.980676328502416
palmitos,399,8,105,30,250,6,135,320,207,0.410628019323671,0.289855072463768,0.463768115942029,0.966183574879227
ipaumirim,470,21,110,32,270,37,142,287,205,0.64390243902439,0.497560975609756,0.439024390243902,0.990243902439024
trindade,461,78,76,86,189,32,162,355,205,0.907317073170732,0.536585365853659,0.55609756097561,0.975609756097561
aiuruoca,365,27,133,44,159,2,177,264,204,0.264705882352941,0.416666666666667,0.436274509803922,1
araujos,483,14,121,52,286,10,173,372,204,0.950980392156863,0.387254901960784,0.46078431372549,1
mercedes,471,11,106,34,297,23,140,338,204,0.720588235294118,0.279411764705882,0.411764705882353,0.970588235294118
esperanca,416,21,80,73,221,21,153,323,203,0.748768472906404,0.492610837438424,0.517241379310345,1
hulha negra,428,7,94,34,283,10,128,284,202,0.787128712871287,0.475247524752475,0.47029702970297,0.99009900990099
jaguarao,447,18,112,44,261,12,156,297,202,0.821782178217822,0.524752475247525,0.46039603960396,0.97029702970297
marau,412,43,83,25,238,23,108,282,202,0.47029702970297,0.267326732673267,0.405940594059406,0.995049504950495
nova fatima,718,34,126,52,468,38,178,316,202,0.945544554455445,0.52970297029703,0.440594059405941,1
sao lourenco,399,7,161,34,186,11,195,296,202,0.326732673267327,0.435643564356436,0.52970297029703,0.99009900990099
jandaia,390,9,104,45,220,12,149,283,201,0.885572139303483,0.328358208955224,0.477611940298507,0.577114427860697
riachao,425,35,113,56,191,30,169,289,201,0.835820895522388,0.398009950248756,0.552238805970149,0.980099502487562
tres de maio,448,27,159,53,198,11,212,322,200,0.64,0.4,0.48,1
ares,381,7,102,21,236,15,123,278,199,0.693467336683417,0.35678391959799,0.452261306532663,0.291457286432161
ribamar fiquene,594,44,173,80,249,48,253,336,199,0.959798994974874,0.447236180904523,0.537688442211055,0.989949748743719
morada nova,493,21,89,85,281,17,174,312,197,0.761421319796954,0.421319796954315,0.411167512690355,0.923857868020305
nova lacerda,405,41,85,38,231,10,123,252,197,0.847715736040609,0.385786802030457,0.49746192893401,0.989847715736041
vila propicio,518,47,165,105,182,19,270,283,197,0.720812182741117,0.426395939086294,0.487309644670051,0.99492385786802
flores,487,34,131,63,238,21,194,287,196,0.770408163265306,0.454081632653061,0.489795918367347,0.994897959183674
matoes do norte,369,26,83,40,197,23,123,293,195,0.948717948717949,0.420512820512821,0.446153846153846,0.994871794871795
sao mamede,493,31,140,45,261,16,185,291,195,0.953846153846154,0.441025641025641,0.456410256410256,0.98974358974359
sena madureira,545,27,145,75,264,34,220,279,195,0.907692307692308,0.38974358974359,0.446153846153846,0.964102564102564
vila nova do sul,535,11,93,41,381,9,134,284,195,0.707692307692308,0.441025641025641,0.461538461538462,0.994871794871795
bom jardim de minas,395,31,159,43,158,4,202,278,194,0.407216494845361,0.407216494845361,0.474226804123711,1
cabo verde,399,14,149,63,163,10,212,278,194,0.634020618556701,0.5,0.551546391752577,1
itaja,437,23,117,40,217,40,157,327,193,0.813471502590674,0.419689119170984,0.512953367875648,0.994818652849741
panama,340,4,104,35,192,5,139,250,193,0.797927461139896,0.367875647668394,0.512953367875648,0.0155440414507772
canarana,344,15,107,45,170,7,152,247,191,0.764397905759162,0.471204188481675,0.486910994764398,0.984293193717278
itaituba,504,18,171,58,214,43,229,344,191,0.780104712041885,0.445026178010471,0.486910994764398,0.947643979057592
peixe,372,31,116,61,154,10,177,241,191,0.706806282722513,0.486910994764398,0.513089005235602,0.979057591623037
peixoto de azevedo,473,29,124,66,232,22,190,324,191,0.895287958115183,0.518324607329843,0.486910994764398,0.989528795811518
santa juliana,457,31,139,71,209,7,210,296,191,0.612565445026178,0.460732984293194,0.492146596858639,1
canapi,446,13,101,67,245,20,168,254,190,0.863157894736842,0.463157894736842,0.405263157894737,0.984210526315789
veranopolis,438,3,124,39,259,13,163,322,190,0.436842105263158,0.421052631578947,0.473684210526316,0.978947368421053
cedro de sao joao,434,20,107,31,249,27,138,324,189,0.91005291005291,0.396825396825397,0.44973544973545,0.962962962962963
aguas belas,444,41,97,54,227,25,151,285,186,0.924731182795699,0.403225806451613,0.370967741935484,0.994623655913978
aurora do para,448,23,123,55,223,24,178,293,186,0.951612903225806,0.446236559139785,0.516129032258065,0.983870967741936
barro alto,433,25,118,74,203,13,192,271,186,0.704301075268817,0.435483870967742,0.532258064516129,0.983870967741936
santa margarida do sul,468,10,94,39,317,8,133,274,186,0.774193548387097,0.387096774193548,0.451612903225806,1
rio bonito do iguacu,405,23,158,40,172,12,198,285,185,0.654054054054054,0.475675675675676,0.524324324324324,0.994594594594595
agua branca,420,41,107,59,188,25,166,269,184,0.940217391304348,0.505434782608696,0.467391304347826,0.989130434782609
guaruja do sul,387,16,87,52,223,9,139,299,184,0.516304347826087,0.385869565217391,0.554347826086957,1
jardim do serido,336,20,89,74,141,12,163,248,184,0.478260869565217,0.369565217391304,0.521739130434783,0.978260869565217
chorrocho,471,56,116,82,195,22,198,242,183,0.972677595628415,0.415300546448087,0.437158469945355,0.989071038251366
juranda,497,17,168,47,248,17,215,283,183,0.80327868852459,0.469945355191257,0.530054644808743,0.989071038251366
turucu,407,13,86,25,277,6,111,312,182,0.769230769230769,0.43956043956044,0.445054945054945,1
conquista doeste,466,26,144,49,236,11,193,257,181,0.751381215469613,0.392265193370166,0.502762430939227,1
