municipio,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,freq,share_tracado_via_tipo,share_is_night,share_is_weekend,share_is_single_lane
jenipapo dos vieiras,24,4,4,0,10,6,4,20,11,0.636363636363636,0.272727272727273,0.545454545454545,1
jiquirica,25,3,5,7,9,1,12,19,11,0.363636363636364,0.272727272727273,0.727272727272727,1
ladario,50,0,21,1,27,1,22,13,11,0.363636363636364,0.272727272727273,0.727272727272727,0.909090909090909
manicore,24,3,0,3,18,0,3,13,11,1,0,0.272727272727273,1
nova mamore,31,5,10,5,8,3,15,18,11,0.545454545454545,0.818181818181818,0.454545454545455,1
riacho de santana,28,5,3,7,12,1,10,22,11,1,0.363636363636364,0.363636363636364,1
santa margarida,22,2,5,3,11,1,8,19,11,0.272727272727273,0.454545454545455,0.363636363636364,1
santana,30,2,7,4,17,0,11,14,11,0.818181818181818,0.0909090909090909,0.272727272727273,0.909090909090909
sao bento do tocantins,27,3,4,9,7,4,13,16,11,0.636363636363636,0.454545454545455,0.727272727272727,1
sao domingos do capim,26,2,5,0,19,0,5,24,11,0.818181818181818,0.545454545454545,0.545454545454545,0.727272727272727
sao miguel do guapore,19,0,7,5,7,0,12,16,11,1,0.818181818181818,0.363636363636364,0.727272727272727
vicencia,23,0,0,3,17,3,3,21,11,0.636363636363636,0.0909090909090909,0.636363636363636,1
anajatuba,20,1,1,1,17,0,2,19,10,1,0.5,0.5,1
davinopolis,34,3,16,5,8,2,21,19,10,1,0.7,0.4,1
farias brito,32,9,3,7,11,2,10,19,10,0.7,0.3,0.6,1
icapui,21,0,7,1,13,0,8,12,10,0.9,0.6,0.6,0.8
igreja nova,21,0,1,1,19,0,2,19,10,0.7,0.1,0.1,0.6
laurentino,16,0,4,0,12,0,4,16,10,0.5,0.3,0.6,1
nova floresta,25,6,4,7,5,3,11,19,10,1,0.7,0.7,1
ourem,33,1,9,12,8,3,21,16,10,0.8,0.3,0.6,1
pedrao,21,1,10,0,8,2,10,15,10,0.3,0.2,0.2,1
pinhais,19,0,5,0,14,0,5,18,10,0.9,0.3,0.4,0
sao domingos do maranhao,23,7,4,4,5,3,8,15,10,1,0.5,0.7,1
sao goncalo do piaui,46,2,30,7,4,3,37,14,10,0.9,0.8,0.9,1
sao joao do jaguaribe,30,4,7,4,15,0,11,15,10,0.8,0.6,0.4,1
sao jose do norte,30,10,1,9,10,0,10,15,10,0.6,0.1,0.4,1
sao luis gonzaga do maranhao,16,1,3,0,11,1,3,14,10,0.9,0.5,0.7,1
senador alexandre costa,22,3,7,2,6,4,9,15,10,0.9,0.4,0.5,1
taparuba,21,2,8,6,4,1,14,14,10,0.8,0.6,0.3,1
amontada,35,4,14,7,9,1,21,17,9,0.888888888888889,0.888888888888889,0.888888888888889,1
canabrava do norte,23,1,4,2,15,1,6,14,9,0.777777777777778,0.333333333333333,0.444444444444444,0.888888888888889
cruzeiro do oeste,22,3,6,9,4,0,15,13,9,0.666666666666667,0.666666666666667,0.444444444444444,0.888888888888889
foz do jordao,26,1,4,4,17,0,8,16,9,0.666666666666667,0.444444444444444,0.333333333333333,0.666666666666667
guajara-mirim,19,2,7,1,7,2,8,12,9,1,0.666666666666667,0.444444444444444,0.666666666666667
icaraima,26,1,6,0,19,0,6,13,9,0.888888888888889,0.666666666666667,0.444444444444444,0.888888888888889
pracuuba,24,2,5,1,14,2,6,14,9,0.666666666666667,0.333333333333333,0.333333333333333,1
santa maria das barreiras,22,2,3,4,12,1,7,17,9,0.888888888888889,0.444444444444444,0.444444444444444,1
sulina,13,0,4,1,8,0,5,11,9,0.555555555555556,0.333333333333333,0.666666666666667,1
antonio martins,15,3,3,1,7,1,4,11,8,0.625,0.5,0.25,0.625
baianopolis,16,1,3,0,10,2,3,14,8,0.75,0.25,0.125,1
bom principio do piaui,18,0,8,4,5,1,12,10,8,0.875,0.625,0.375,1
boninal,20,1,7,1,11,0,8,12,8,1,0.25,0.625,1
bossoroca,20,0,3,4,13,0,7,12,8,0.75,0.625,0.625,1
catolandia,25,4,7,4,9,1,11,12,8,0.75,0.375,0.75,1
goias,18,1,7,1,7,2,8,15,8,0.5,0.375,0.25,1
mariana pimentel,26,0,3,3,20,0,6,17,8,1,0.5,0.5,0.875
mogeiro,11,0,3,1,7,0,4,9,8,0.75,0.25,0.625,0.125
nisia floresta,18,0,4,1,12,1,5,16,8,0.5,0.375,0.25,0.125
pedro alexandre,18,5,3,1,8,1,4,14,8,0.375,0.5,0.75,0.75
pereiro,17,2,6,1,7,1,7,12,8,0.75,0.5,0.25,1
rio das flores,16,0,3,1,10,2,4,14,8,0.625,0.25,0.625,1
sao domingos,20,2,8,3,7,0,11,13,8,0.75,0.375,0.5,0.875
tocantinopolis,20,1,2,2,14,1,4,11,8,0.625,0.375,0.375,1
vera cruz,13,0,2,0,10,1,2,10,8,0.625,0.125,0.375,0.5
agricolandia,9,0,3,0,5,1,3,9,7,0.428571428571429,0.428571428571429,0.285714285714286,1
balneario barra do sul,22,0,12,1,9,0,13,13,7,0.428571428571429,0.428571428571429,0.714285714285714,1
cacequi,14,1,0,2,11,0,2,10,7,0.857142857142857,0.428571428571429,0.714285714285714,1
chupinguaia,15,1,5,0,9,0,5,12,7,0.571428571428571,0.285714285714286,0.428571428571429,1
coronel joao sa,12,2,4,1,4,1,5,9,7,0.714285714285714,0.428571428571429,0.714285714285714,1
eliseu martins,15,6,3,1,5,0,4,10,7,0.857142857142857,0.571428571428571,0.857142857142857,1
matoes,17,3,2,3,8,1,5,12,7,1,0.142857142857143,0.857142857142857,1
pau darco,15,1,8,3,2,1,11,11,7,1,0.285714285714286,0.428571428571429,1
pauliceia,50,0,18,0,31,1,18,10,7,0.714285714285714,0.285714285714286,0.571428571428571,1
pedro avelino,14,2,4,1,7,0,5,12,7,1,0.571428571428571,0.142857142857143,0.857142857142857
pojuca,17,0,9,1,7,0,10,13,7,0.571428571428571,0.714285714285714,0.571428571428571,1
sao jose do goiabal,13,0,1,1,11,0,2,13,7,0.571428571428571,0.428571428571429,0.285714285714286,1
sao paulo do potengi,12,1,3,0,7,1,3,10,7,0.857142857142857,0.285714285714286,0.428571428571429,1
sao pedro da serra,13,0,7,0,5,1,7,10,7,0.142857142857143,0.142857142857143,0.571428571428571,1
sapezal,14,4,4,3,3,0,7,9,7,0.571428571428571,0.142857142857143,0.142857142857143,1
tupanci do sul,16,0,8,0,8,0,8,12,7,0.571428571428571,0.571428571428571,0.428571428571429,1
cajueiro da praia,10,2,1,1,4,2,2,8,6,0.833333333333333,0.666666666666667,0.333333333333333,1
cerro azul,11,0,3,1,7,0,4,9,6,0.166666666666667,0,0.5,1
coracao de jesus,8,0,2,1,5,0,3,7,6,1,0.5,0.333333333333333,1
ivai,14,1,6,1,6,0,7,11,6,1,0.5,0.333333333333333,1
jacobina,13,3,3,3,3,1,6,10,6,0.833333333333333,0.833333333333333,0.333333333333333,1
jeronimo monteiro,8,0,2,3,3,0,5,8,6,0.833333333333333,0.333333333333333,0.333333333333333,1
lago verde,8,1,2,0,5,0,2,6,6,1,0.833333333333333,0.666666666666667,0.833333333333333
luis gomes,20,4,1,2,9,4,3,10,6,0.666666666666667,0.833333333333333,0.333333333333333,1
luiz alves,12,0,1,0,11,0,1,11,6,0.666666666666667,0.5,0.5,0.833333333333333
manhumirim,10,1,2,0,6,1,2,7,6,0.166666666666667,0.333333333333333,0.5,1
mata grande,10,2,3,1,1,3,4,7,6,1,0.333333333333333,0.833333333333333,1
pontalina,12,0,1,0,10,1,1,8,6,0.666666666666667,0.333333333333333,0.666666666666667,0
rodolfo fernandes,19,0,8,2,9,0,10,12,6,0.666666666666667,0.166666666666667,0.666666666666667,1
santa fe de goias,23,2,5,9,7,0,14,9,6,0.5,0.333333333333333,0.5,1
sao pedro das missoes,14,2,7,1,3,1,8,8,6,0.333333333333333,0.5,0.666666666666667,1
seringueiras,9,1,3,2,3,0,5,6,6,0.833333333333333,0.666666666666667,0.666666666666667,1
sertao santana,35,0,25,2,7,1,27,11,6,0.833333333333333,0.333333333333333,0.333333333333333,1
sumidouro,9,0,5,0,4,0,5,6,6,0.333333333333333,0.5,0.666666666666667,1
tavares,13,1,3,4,5,0,7,10,6,0.833333333333333,0.333333333333333,0.333333333333333,1
timbauba dos batistas,13,0,5,3,5,0,8,7,6,0.5,0.333333333333333,0.666666666666667,1
tucurui,17,7,2,2,6,0,4,7,6,0.833333333333333,0.333333333333333,0.666666666666667,1
tufilandia,11,1,2,1,6,1,3,9,6,1,0.5,0.333333333333333,1
wagner,13,1,5,0,7,0,5,6,6,0.333333333333333,0.5,0.166666666666667,1
acarau,15,3,1,4,4,3,5,10,5,0.8,0.8,0.4,0.8
alto boa vista,14,3,2,3,2,4,5,8,5,1,0.4,0.8,1
amaraji,7,2,1,0,2,2,1,6,5,0.2,0.4,0.2,0.4
assis brasil,25,3,6,0,16,0,6,8,5,1,0.4,0.8,0.8
buenos aires,9,1,1,3,4,0,4,7,5,0.4,0.2,0.4,1
buique,12,1,1,3,7,0,4,9,5,0.6,0.6,0.4,1
castro alves,10,0,0,0,10,0,0,10,5,1,0.2,0.2,1
crisopolis,12,2,3,3,3,1,6,11,5,0.8,1,0.8,1
ibirapuita,16,0,5,5,4,2,10,9,5,1,0.4,0.6,0.8
ibirataia,16,0,7,0,8,1,7,9,5,0.4,0.2,0.6,1
itapaci,13,0,6,1,6,0,7,7,5,0.8,0.6,0.4,1
morro da fumaca,10,0,1,1,7,1,2,9,5,1,0,0.2,0
otacilio costa,8,0,2,0,6,0,2,7,5,0.4,0.8,0.6,0.8
placas,11,0,2,0,6,3,2,9,5,0.6,0.4,0.2,1
sambaiba,7,0,1,0,5,1,1,6,5,0.6,0.2,0.4,1
santo amaro do maranhao,9,4,2,3,0,0,5,5,5,0.8,0.2,0.6,1
santo antonio de goias,7,0,1,1,3,2,2,6,5,0.6,0.2,0.4,0
sao bento,13,1,4,1,5,2,5,8,5,1,0.8,0.4,1
sao jose do vale do rio preto,14,0,7,0,6,1,7,7,5,0.6,0.2,0.6,1
sao luiz,11,3,5,0,1,2,5,7,5,0.6,0.8,0.6,1
timbo,9,0,1,2,6,0,3,8,5,0.8,0.2,0.2,1
acarape,17,0,2,0,14,1,2,7,4,0.25,0.25,0.5,1
augusto correa,7,0,2,1,4,0,3,7,4,1,0,0.25,1
barra funda,7,0,2,0,5,0,2,7,4,0.25,0,0.75,1
campina da lagoa,6,1,1,1,2,1,2,6,4,1,0.5,0.25,1
ceres,12,1,2,4,5,0,6,5,4,0.75,0.5,0.25,1
chiador,8,0,2,0,6,0,2,4,4,0.5,0,0.25,0.5
governador eugenio barros,13,1,5,2,5,0,7,6,4,1,0.5,0.5,1
independencia,40,3,31,5,1,0,36,5,4,0.25,0.25,0.25,0.75
macambara,5,1,2,0,2,0,2,4,4,1,0.5,0.5,1
moncao,13,1,1,3,5,3,4,8,4,0.75,0.5,0.75,1
monte carlo,8,0,3,1,4,0,4,7,4,0.75,1,0.5,1
primeira cruz,10,2,5,1,1,1,6,6,4,1,0,1,1
rio piracicaba,6,0,3,0,2,1,3,6,4,0.75,0.5,0.75,1
rio rufino,7,0,2,1,4,0,3,4,4,0,0.5,0.5,1
santa filomena,10,2,6,0,2,0,6,4,4,0.5,0.25,0.75,1
santa maria madalena,8,1,1,2,4,0,3,7,4,0.5,0,0.25,0.75
santo amaro das brotas,8,0,1,0,7,0,1,8,4,1,0.25,0.25,1
sao domingos de pombal,5,0,1,1,3,0,2,5,4,0.75,0.5,0.75,1
sao francisco do guapore,8,0,4,1,3,0,5,5,4,1,1,0.25,1
sao jose do inhacora,7,1,2,1,3,0,3,7,4,0.25,0.5,1,1
serra do navio,10,0,3,4,3,0,7,5,4,0.25,0.25,0.5,1
sitio do quinto,8,0,2,1,5,0,3,5,4,1,0.75,0.5,1
tacaratu,5,0,2,2,1,0,4,5,4,1,0.75,0.75,1
tupirama,6,1,3,1,1,0,4,4,4,0.25,0.5,0.75,1
varginha,6,0,0,0,6,0,0,6,4,0.25,0.5,0.25,0.25
almino afonso,10,5,0,3,1,1,3,4,3,0.666666666666667,0.333333333333333,0.666666666666667,1
alto horizonte,5,2,1,1,1,0,2,4,3,1,0.333333333333333,0.333333333333333,1
andre da rocha,4,0,1,1,2,0,2,3,3,0.333333333333333,0.333333333333333,0.333333333333333,1
arapoti,5,0,5,0,0,0,5,3,3,0,0.666666666666667,0.333333333333333,1
assai,4,0,0,2,2,0,2,3,3,1,0.666666666666667,1,0.666666666666667
baixa grande,5,0,1,2,2,0,3,4,3,1,0.333333333333333,0.333333333333333,1
barra de sao miguel,4,0,0,0,3,1,0,4,3,0.666666666666667,0.333333333333333,0.333333333333333,1
barra do sul,6,0,1,0,5,0,1,6,3,1,0,1,1
barreirinhas,11,1,3,3,2,2,6,5,3,1,0.333333333333333,0.333333333333333,1
barro preto,8,0,1,4,3,0,5,5,3,0.333333333333333,0.666666666666667,1,1
bom lugar,6,0,0,3,3,0,3,5,3,1,0,1,1
brejao,6,1,2,1,2,0,3,5,3,0.666666666666667,0,0.666666666666667,1
canelinha,6,0,2,0,4,0,2,5,3,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333
capim,4,0,1,1,1,1,2,3,3,1,0,1,0
capoeiras,5,0,1,1,3,0,2,5,3,0.666666666666667,0.333333333333333,0.666666666666667,1
celso ramos,5,0,0,2,0,3,2,5,3,1,1,1,1
cruzilia,10,0,5,0,5,0,5,5,3,0.333333333333333,0.333333333333333,0.666666666666667,1
diamante do sul,6,0,2,0,4,0,2,6,3,0.333333333333333,0.666666666666667,0.333333333333333,1
formigueiro,8,0,3,0,5,0,3,4,3,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667
ipiranga do sul,5,0,3,0,2,0,3,4,3,0.333333333333333,0,0,1
itacare,6,1,0,0,3,2,0,5,3,0.666666666666667,0.333333333333333,0.666666666666667,1
labrea,29,3,0,5,1,20,5,4,3,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667
lafaiete coutinho,5,0,0,1,3,1,1,5,3,0.333333333333333,0.333333333333333,0.666666666666667,1
normandia,9,0,4,0,3,2,4,3,3,1,0,0.333333333333333,1
nova aurora,8,0,2,4,2,0,6,6,3,0.666666666666667,0.333333333333333,0,1
nova brasilandia,8,0,4,0,4,0,4,6,3,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333
nova marilandia,4,0,2,0,1,1,2,4,3,0.666666666666667,0,0.333333333333333,1
palmas,7,0,0,2,5,0,2,5,3,0.666666666666667,0,0.666666666666667,0.666666666666667
pedro afonso,6,0,1,2,2,1,3,6,3,0.666666666666667,0.666666666666667,0.333333333333333,1
pedro leopoldo,8,1,1,1,5,0,2,4,3,0.333333333333333,0.666666666666667,0.333333333333333,0
planaltina,4,0,1,1,2,0,2,4,3,1,0.333333333333333,0,0
poco dantas,5,1,0,2,1,1,2,5,3,0.666666666666667,0.666666666666667,1,1
presidente olegario,4,0,2,0,2,0,2,4,3,0,0.333333333333333,0.333333333333333,1
quatro irmaos,7,1,0,1,5,0,1,4,3,1,0,0.333333333333333,1
rio preto da eva,5,0,3,0,2,0,3,4,3,1,0.333333333333333,0,1
santa carmem,7,0,1,1,5,0,2,3,3,0.666666666666667,0.333333333333333,0.666666666666667,1
santana dos garrotes,6,2,1,2,1,0,3,3,3,0.666666666666667,0,0.333333333333333,1
santo antonio do rio abaixo,3,0,1,0,2,0,1,3,3,0.333333333333333,0.666666666666667,1,1
sao felix do araguaia,4,0,1,1,2,0,2,3,3,0.666666666666667,0.333333333333333,0.666666666666667,1
sao jose de piranhas,9,0,4,2,1,2,6,7,3,1,0.666666666666667,0.333333333333333,1
sao jose do ouro,7,0,2,0,5,0,2,3,3,0.333333333333333,0.333333333333333,0.333333333333333,1
sao raimundo nonato,44,3,35,5,0,1,40,5,3,0.666666666666667,1,0,1
satiro dias,4,1,0,0,3,0,0,4,3,1,0.666666666666667,0.666666666666667,1
senador georgino avelino,4,0,2,0,2,0,2,3,3,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333
simplicio mendes,6,0,2,0,3,1,2,5,3,0.333333333333333,0,0.666666666666667,1
taio,6,0,1,1,4,0,2,4,3,0.666666666666667,0,0.333333333333333,0.666666666666667
theobroma,6,1,2,1,1,1,3,5,3,1,0.666666666666667,0.666666666666667,1
uaua,6,3,0,0,0,3,0,3,3,1,1,1,1
utinga,8,0,5,0,3,0,5,3,3,0.666666666666667,0.333333333333333,0.333333333333333,1
abatia,4,0,2,0,1,1,2,4,2,1,0,1,1
agua fria de goias,4,0,4,0,0,0,4,2,2,0.5,0.5,0.5,0
amparo de sao francisco,6,0,0,1,5,0,1,5,2,0.5,0.5,0.5,1
anaurilandia,2,1,0,0,0,1,0,2,2,0,0,0.5,1
arame,4,0,0,0,4,0,0,4,2,1,0.5,0.5,1
aroeiras,3,0,1,1,1,0,2,2,2,0.5,0,0.5,1
assuncao do piaui,8,0,8,0,0,0,8,2,2,1,0,0.5,1
barao do triunfo,4,0,0,0,4,0,0,2,2,1,1,0.5,0.5
barra,6,0,0,0,6,0,0,2,2,1,0.5,0.5,1
boa esperanca,2,0,1,0,1,0,1,2,2,1,0,0.5,1
bom jesus do itabapoana,4,0,2,0,2,0,2,3,2,0,1,0,1
brusque,4,0,1,0,3,0,1,4,2,0.5,0.5,0.5,1
cafelandia,4,0,1,0,3,0,1,4,2,1,0,0,1
camacari,2,0,1,0,1,0,1,2,2,1,1,0,0
camaragibe,2,0,0,0,2,0,0,2,2,0.5,0.5,0,0
casa nova,3,0,1,0,2,0,1,3,2,1,0,0.5,1
corguinho,3,0,1,2,0,0,3,2,2,1,0.5,1,1
cotegipe,4,0,0,0,4,0,0,2,2,1,0,1,1
cruzeiro do sul,5,0,0,4,1,0,4,2,2,0.5,0,0,1
cunha,2,0,1,1,0,0,2,2,2,0.5,1,0,0
divinopolis,3,0,0,0,3,0,0,3,2,0.5,0,1,0
dores do rio preto,3,1,1,0,1,0,1,3,2,0.5,0.5,0,1
erebango,4,0,1,0,3,0,1,4,2,0,0,1,1
gaurama,5,0,3,0,2,0,3,4,2,0.5,0,0,1
ibiai,2,0,1,0,1,0,1,2,2,1,1,1,1
ibicarai,2,0,1,0,1,0,1,2,2,0,0,0.5,1
itaquitinga,4,0,2,1,1,0,3,3,2,1,0,1,1
itauna,3,0,1,0,2,0,1,3,2,0.5,0,0,0
ituporanga,2,0,0,0,2,0,0,2,2,1,0,0,0.5
jabora,2,0,0,0,2,0,0,2,2,1,0.5,0,1
jacareacanga,4,0,0,0,4,0,0,2,2,0,0,0.5,1
jaguaruana,4,0,1,0,3,0,1,3,2,0.5,0,0,1
joao costa,13,2,7,3,1,0,10,3,2,0.5,0,0,1
joca claudino,2,2,0,0,0,0,0,2,2,0,1,0,1
luislandia,3,0,1,0,2,0,1,2,2,0,1,0.5,1
mansidao,7,2,2,1,2,0,3,3,2,1,0.5,0,1
matriz de camaragibe,3,0,0,0,2,1,0,3,2,1,0.5,0.5,1
nova maringa,6,0,3,1,2,0,4,4,2,1,0.5,0,1
novo santo antonio,4,0,0,0,4,0,0,4,2,1,0,0,1
osasco,3,0,1,0,1,1,1,3,2,1,0.5,0,0
paraiso do sul,5,0,1,1,3,0,2,4,2,1,0.5,1,0
passa quatro,2,0,0,0,2,0,0,2,2,0,0.5,0.5,0.5
piuma,5,0,2,0,3,0,2,4,2,0,0,1,1
pomerode,4,0,0,0,4,0,0,4,2,0.5,0,0,1
pompeu,2,0,1,1,0,0,2,2,2,1,1,0.5,1
porto alegre do norte,14,0,2,0,12,0,2,2,2,1,0.5,0.5,1
puxinana,3,0,1,1,1,0,2,3,2,1,0,0.5,1
remanso,3,0,0,1,0,2,1,3,2,1,0.5,0,1
ribeira do piaui,2,0,0,0,2,0,0,2,2,1,1,0.5,1
roncador,8,2,4,2,0,0,6,2,2,1,0,1,1
rubelita,5,0,3,0,2,0,3,3,2,0.5,0.5,0,1
santa luzia do norte,4,0,0,1,3,0,1,4,2,0,0,0.5,1
santa maria do oeste,3,0,1,0,2,0,1,3,2,1,0.5,0.5,1
santana de pirapama,6,0,1,1,4,0,2,4,2,1,0.5,1,0
santana do matos,4,0,1,0,3,0,1,4,2,0.5,0,1,1
sao fernando,4,0,0,1,1,2,1,3,2,0.5,0.5,0.5,1
sao francisco de assis do piaui,2,0,0,0,2,0,0,2,2,0.5,0.5,0.5,1
sao joao da baliza,5,1,2,0,2,0,2,2,2,1,1,1,1
sao joao nepomuceno,2,0,1,0,1,0,1,2,2,0,0.5,1,0.5
sao miguel da baixa grande,4,0,0,3,1,0,3,3,2,1,0.5,0.5,1
sao miguel das matas,5,0,1,0,4,0,1,3,2,0.5,0,0.5,1
sebastiao leal,5,0,1,2,2,0,3,4,2,1,0,1,1
senador pompeu,5,2,1,2,0,0,3,2,2,0,1,1,1
serrinha dos pintos,6,1,3,1,0,1,4,4,2,1,0.5,0,0.5
sertanopolis,3,0,1,0,1,1,1,3,2,0.5,0.5,0.5,0
solonopole,8,2,4,1,1,0,5,4,2,0.5,1,0.5,1
sucupira,4,1,1,1,1,0,2,3,2,1,0,1,1
tangara da serra,3,0,0,1,1,1,1,3,2,1,0.5,1,1
taquarana,7,0,2,2,0,3,4,3,2,0,0.5,0.5,0.5
telemaco borba,4,0,2,0,2,0,2,3,2,1,0.5,0,0.5
teutonia,4,0,1,0,3,0,1,4,2,1,0,0,0.5
vargem alta,4,0,0,0,4,0,0,4,2,1,0.5,0.5,1
videira,3,0,0,0,3,0,0,3,2,1,0.5,0.5,0
abreulandia,1,0,0,0,1,0,0,1,1,1,0,0,1
afonso claudio,1,0,1,0,0,0,1,1,1,1,0,0,1
aiquara,1,0,1,0,0,0,1,1,1,1,0,1,1
alcobaca,2,0,0,1,1,0,1,2,1,1,1,1,1
altinho,2,0,0,0,1,1,0,2,1,0,1,0,1
amapa do maranhao,1,0,0,0,1,0,0,1,1,1,0,1,1
amaralina,3,0,2,0,1,0,2,1,1,1,1,1,1
amargosa,3,0,2,0,1,0,2,2,1,0,1,1,1
anajas,2,0,1,0,0,1,1,2,1,1,0,0,0
angical,6,0,0,0,5,1,0,2,1,1,0,1,1
apiaca,1,0,0,0,1,0,0,1,1,0,1,0,1
apui,1,0,0,0,1,0,0,1,1,1,0,1,1
aquidaba,3,0,0,0,3,0,0,1,1,0,1,1,1
aragoiania,2,0,0,0,2,0,0,2,1,1,0,0,0
araguaiana,1,1,0,0,0,0,0,1,1,0,0,0,1
arapiraca,1,0,0,0,1,0,0,1,1,1,1,1,1
arapua,2,0,2,0,0,0,2,1,1,0,1,0,1
araruama,1,0,1,0,0,0,1,1,1,1,0,1,0
arinos,1,0,0,0,1,0,0,1,1,0,1,1,1
ataleia,1,0,1,0,0,0,1,1,1,1,1,1,1
aurora,24,0,0,0,24,0,0,2,1,1,0,0,1
banabuiu,1,0,0,0,1,0,0,1,1,0,1,1,1
bandeira,1,0,0,1,0,0,1,1,1,1,1,1,1
barbosa ferraz,3,0,0,1,2,0,1,2,1,1,1,0,1
barra do choca,2,0,0,0,2,0,0,2,1,1,0,0,1
barra do mendes,3,0,3,0,0,0,3,1,1,1,1,1,1
barueri,2,0,0,0,1,1,0,2,1,1,1,1,0
batalha,1,0,0,0,1,0,0,1,1,1,1,1,1
bela vista do toldo,1,0,1,0,0,0,1,1,1,1,1,0,1
belem de maria,1,0,1,0,0,0,1,1,1,1,0,0,1
belmonte,2,0,0,0,2,0,0,2,1,0,1,0,1
beruri,1,0,1,0,0,0,1,1,1,1,0,0,1
boca da mata,1,0,1,0,0,0,1,1,1,1,1,1,1
bom jesus da penha,2,0,0,0,2,0,0,2,1,1,0,0,1
bom jesus do galho,2,0,0,0,2,0,0,2,1,1,0,0,1
bom principio,2,0,0,0,2,0,0,2,1,1,0,0,0
bom sucesso do sul,2,0,1,0,1,0,1,2,1,1,0,1,1
bonopolis,3,1,2,0,0,0,2,1,1,0,1,1,1
boqueirao do piaui,5,1,0,3,0,1,3,3,1,1,1,1,1
braco do trombudo,2,0,0,0,2,0,0,2,1,0,1,0,1
brasnorte,3,0,0,0,3,0,0,2,1,1,1,1,1
brotas de macaubas,2,0,1,0,1,0,1,2,1,0,0,0,1
buriti alegre,1,0,0,0,1,0,0,1,1,0,1,1,0
buriti bravo,1,0,0,0,1,0,0,1,1,1,0,0,1
cabeceira grande,1,0,1,0,0,0,1,1,1,1,1,1,0
cabeceiras,1,0,1,0,0,0,1,1,1,1,1,1,1
cacador,1,0,1,0,0,0,1,1,1,0,0,0,0
cachoeira de minas,4,0,0,4,0,0,4,2,1,1,0,0,1
cachoeira dourada,2,0,0,0,2,0,0,2,1,0,1,0,0
caetite,1,0,1,0,0,0,1,1,1,0,1,1,1
caicara do norte,1,0,0,0,1,0,0,1,1,0,1,0,1
cajueiro,4,0,3,0,1,0,3,1,1,0,0,1,1
caldeirao grande do piaui,1,0,0,0,1,0,0,1,1,1,0,0,1
camalau,2,2,0,0,0,0,0,1,1,1,0,0,1
camocim,5,0,2,0,3,0,2,2,1,1,0,1,1
campinas,1,0,0,0,1,0,0,1,1,1,1,0,0
campo bom,4,0,2,0,2,0,2,2,1,1,0,0,0
cananeia,2,0,0,0,2,0,0,1,1,0,0,1,0
canavieira,1,0,0,0,1,0,0,1,1,0,1,1,1
capivari do sul,3,0,0,1,2,0,1,3,1,1,1,0,1
caridade do piaui,1,0,0,0,1,0,0,1,1,1,1,1,1
caroebe,2,1,1,0,0,0,1,1,1,1,1,1,1
cascalho rico,1,0,0,0,1,0,0,1,1,1,0,0,0
castelo,4,0,1,1,2,0,2,3,1,1,0,0,1
cataguases,2,0,0,0,2,0,0,2,1,0,0,0,1
cha grande,1,0,0,0,1,0,0,1,1,1,0,1,0
conceicao do coite,2,0,0,0,2,0,0,2,1,1,0,0,1
coqueiro seco,1,0,0,0,1,0,0,1,1,1,0,0,1
coromandel,7,0,0,0,7,0,0,2,1,1,0,0,1
coronel jose dias,1,1,0,0,0,0,0,1,1,0,1,0,1
cotia,2,0,1,0,1,0,1,2,1,1,0,0,0
crisolita,1,0,0,0,1,0,0,1,1,1,0,0,1
dario meira,1,0,0,0,1,0,0,1,1,0,1,0,1
deodapolis,3,0,1,1,1,0,2,2,1,1,1,1,1
dois irmaos do tocantins,2,0,1,0,1,0,1,1,1,1,0,0,0
dois lajeados,1,0,0,0,1,0,0,1,1,1,0,0,1
emas,2,0,0,0,2,0,0,2,1,1,1,1,1
ermo,2,0,1,0,1,0,1,2,1,1,0,0,0
figueirao,2,0,1,0,1,0,1,1,1,0,0,0,1
flor do sertao,2,0,0,0,2,0,0,2,1,1,0,0,1
flores da cunha,1,0,0,0,1,0,0,1,1,1,0,1,0
floresta do araguaia,3,0,1,1,1,0,2,1,1,1,0,0,1
fortaleza dos nogueiras,2,0,0,2,0,0,2,1,1,1,0,1,1
fraiburgo,1,0,0,0,1,0,0,1,1,0,0,1,1
francisco beltrao,2,0,1,0,1,0,1,2,1,1,0,0,1
frei rogerio,2,0,0,0,2,0,0,2,1,0,0,0,1
gloria de dourados,4,0,1,2,1,0,3,2,1,0,1,1,1
goianesia,1,0,0,0,1,0,0,1,1,0,0,1,0
gongogi,3,0,2,0,1,0,2,2,1,0,0,1,1
gurjao,1,0,0,0,1,0,0,1,1,1,1,0,1
ibaretama,1,0,0,1,0,0,1,1,1,1,0,0,1
icatu,2,0,0,0,2,0,0,2,1,1,0,1,1
iguaracu,2,0,0,0,2,0,0,2,1,1,0,1,0
iguatemi,1,0,0,0,1,0,0,1,1,1,1,0,1
imarui,5,0,4,0,1,0,4,2,1,0,1,1,1
imbe de minas,4,0,0,2,2,0,2,2,1,0,0,0,1
