municipio;pessoas;mortos;feridos_leves;feridos_graves;ignorados;feridos;veiculos;freq;share_tracado_via_tipo_1;share_tracado_via_tipo_2;share_is_night;share_is_weekend;share_is_single_lane;cluster
itapirapua;110;6;83;21;0;60;58;40;0.8;0.15;0.325;0.625;1;5
lavras da mangabeira;106;11;71;14;10;41;69;40;0.9;0.1;0.4;0.6;1;5
pacaja;84;6;61;8;9;20;63;40;0.85;0.125;0.15;0.4;1;5
triunfo potiguar;81;8;60;10;3;36;52;40;0.6;0.4;0.325;0.625;1;4
florania;94;10;60;20;4;48;50;39;0.769230769230769;0.230769230769231;0.307692307692308;0.461538461538462;1;5
gentil;88;2;73;5;8;32;60;39;0.794871794871795;0.205128205128205;0.358974358974359;0.41025641025641;0.974358974358974;5
itatira;87;8;54;17;8;29;55;39;0.641025641025641;0.358974358974359;0.41025641025641;0.512820512820513;1;5
jacobina do piaui;85;11;49;18;7;42;52;39;0.923076923076923;0;0.41025641025641;0.615384615384615;0.948717948717949;5
tuneiras do oeste;107;9;77;16;5;54;57;39;0.743589743589744;0.153846153846154;0.692307692307692;0.58974358974359;0.974358974358974;5
viseu;111;17;59;19;16;46;68;39;0.974358974358974;0.0256410256410256;0.41025641025641;0.41025641025641;0.974358974358974;5
correntes;78;12;42;12;12;27;59;38;0.236842105263158;0.763157894736842;0.473684210526316;0.421052631578947;1;4
itaberai;90;11;56;23;0;53;54;38;0.763157894736842;0.184210526315789;0.578947368421053;0.552631578947369;0.973684210526316;5
lajes pintadas;76;2;59;12;3;45;53;38;0.736842105263158;0.236842105263158;0.368421052631579;0.473684210526316;1;5
monte negro;76;5;56;13;2;45;57;38;0.789473684210526;0.131578947368421;0.394736842105263;0.578947368421053;0.973684210526316;5
campo bonito;92;3;74;11;4;34;63;37;0.783783783783784;0.216216216216216;0.540540540540541;0.648648648648649;0.972972972972973;5
cerejeiras;85;1;68;13;3;48;57;37;0.702702702702703;0.108108108108108;0.513513513513514;0.486486486486487;0.756756756756757;5
corrente;130;24;82;21;3;77;47;37;0.675675675675676;0.297297297297297;0.378378378378378;0.486486486486487;1;5
calcado;75;6;57;8;4;29;62;36;1;0;0.416666666666667;0.555555555555556;0.972222222222222;5
mutuipe;82;7;49;19;7;45;60;36;0.472222222222222;0.527777777777778;0.444444444444444;0.694444444444445;0.972222222222222;4
santa luz;89;7;73;7;2;28;47;36;0.583333333333333;0.361111111111111;0.277777777777778;0.5;1;4
touros;78;5;53;19;1;41;54;36;0.722222222222222;0.277777777777778;0.222222222222222;0.5;0.972222222222222;5
baia formosa;71;1;59;8;3;25;55;35;0.657142857142857;0.314285714285714;0.171428571428571;0.571428571428571;0.4;4
lamarao;77;4;68;2;3;14;63;35;0.914285714285714;0.0571428571428571;0.342857142857143;0.4;1;5
monsenhor hipolito;84;17;44;14;9;32;57;35;0.942857142857143;0.0571428571428571;0.657142857142857;0.828571428571429;0.971428571428571;5
porto acre;86;4;60;15;7;39;51;35;0.828571428571429;0.171428571428571;0.571428571428571;0.6;0.942857142857143;5
treze de maio;62;2;52;6;2;25;53;35;0.857142857142857;0.142857142857143;0.371428571428571;0.342857142857143;0.142857142857143;2
eldorado do carajas;89;8;62;12;7;28;58;34;0.705882352941177;0.264705882352941;0.323529411764706;0.5;1;5
salvador do sul;69;0;52;11;6;32;57;34;0.411764705882353;0.588235294117647;0.441176470588235;0.441176470588235;1;4
sao francisco do brejao;116;5;106;4;1;15;59;34;0.970588235294118;0;0.294117647058824;0.5;1;5
brasileia;87;3;70;10;4;46;47;33;0.606060606060606;0.333333333333333;0.242424242424242;0.303030303030303;0.939393939393939;4
caem;76;6;61;6;3;25;47;33;0.96969696969697;0.0303030303030303;0.484848484848485;0.575757575757576;1;5
candeal;97;14;68;11;4;46;62;33;0.939393939393939;0.0606060606060606;0.424242424242424;0.606060606060606;1;5
paraiso das aguas;88;4;64;20;0;60;45;33;0.787878787878788;0.151515151515152;0.393939393939394;0.424242424242424;1;5
salvador das missoes;71;4;56;11;0;37;52;33;0.424242424242424;0.545454545454545;0.606060606060606;0.606060606060606;0.96969696969697;4
algodao de jandaira;70;6;49;12;3;30;39;32;0.65625;0.34375;0.375;0.21875;1;5
arantina;68;3;55;9;1;37;41;32;0.3125;0.65625;0.3125;0.5;1;4
palmital;61;10;39;11;1;28;40;32;0.34375;0.59375;0.375;0.375;1;4
trairao;60;6;40;10;4;24;48;32;0.46875;0.40625;0.28125;0.46875;0.96875;4
aguas vermelhas;85;1;72;6;6;29;56;31;0.838709677419355;0.161290322580645;0.516129032258065;0.580645161290323;1;5
chapadinha;73;14;42;11;6;25;49;31;0.774193548387097;0.225806451612903;0.32258064516129;0.612903225806452;1;5
colonia do gurgueia;60;5;50;1;4;14;43;31;0.645161290322581;0.354838709677419;0.32258064516129;0.612903225806452;0.967741935483871;5
dom pedro;69;9;51;5;4;21;51;31;0.709677419354839;0.290322580645161;0.612903225806452;0.483870967741936;1;5
duere;70;5;52;10;3;21;51;31;0.806451612903226;0.0645161290322581;0.32258064516129;0.709677419354839;1;5
minador do negrao;65;2;52;8;3;21;39;31;0.967741935483871;0.032258064516129;0.451612903225806;0.387096774193548;0.967741935483871;5
morros;87;13;49;16;9;38;52;31;0.870967741935484;0.129032258064516;0.354838709677419;0.645161290322581;0.967741935483871;5
sao vicente;69;2;54;11;2;36;47;31;0.709677419354839;0.290322580645161;0.580645161290323;0.645161290322581;1;5
agua santa;64;2;55;6;1;23;45;30;0.666666666666667;0.333333333333333;0.366666666666667;0.566666666666667;1;5
baixio;79;5;58;12;4;25;48;30;1;0;0.633333333333333;0.4;1;5
bom jesus do araguaia;80;15;52;7;6;24;49;30;0.666666666666667;0.333333333333333;0.333333333333333;0.366666666666667;1;5
campos de julio;66;5;48;11;2;27;48;30;0.866666666666667;0.133333333333333;0.2;0.4;1;5
coracao de maria;66;9;50;5;2;25;50;30;0.8;0.166666666666667;0.466666666666667;0.3;0.966666666666667;5
cujubim;87;1;76;4;6;24;43;30;0.9;0.0666666666666667;0.266666666666667;0.366666666666667;1;5
patu;71;11;42;13;5;37;50;30;0.633333333333333;0.366666666666667;0.266666666666667;0.466666666666667;1;5
pedra branca do amapari;129;5;107;9;8;76;45;30;0.866666666666667;0.1;0.5;0.533333333333333;0.966666666666667;5
redencao;73;3;58;11;1;39;45;30;0.9;0.1;0.5;0.433333333333333;0.966666666666667;5
sao felix de balsas;57;7;44;4;2;18;37;30;0.566666666666667;0.433333333333333;0.2;0.266666666666667;1;3
alvorada doeste;66;6;44;14;2;33;42;29;0.724137931034483;0.241379310344828;0.344827586206897;0.448275862068966;0.793103448275862;5
governador nunes freire;69;8;40;14;7;22;49;29;0.96551724137931;0.0344827586206897;0.344827586206897;0.448275862068966;0.96551724137931;5
jauru;73;0;66;5;2;31;38;29;0.689655172413793;0.275862068965517;0.275862068965517;0.620689655172414;1;5
maracacume;62;8;45;5;4;18;50;29;1;0;0.482758620689655;0.379310344827586;0.96551724137931;5
pindare mirim;65;4;46;13;2;29;43;29;0.862068965517241;0.137931034482759;0.310344827586207;0.517241379310345;0.96551724137931;5
sao geraldo do araguaia;69;15;31;7;16;20;42;29;0.689655172413793;0.275862068965517;0.413793103448276;0.517241379310345;0.896551724137931;5
caxingo;65;1;56;7;1;31;38;28;0.785714285714286;0.214285714285714;0.392857142857143;0.428571428571429;0.964285714285714;5
ipanguacu;65;2;51;8;4;34;37;28;0.892857142857143;0.107142857142857;0.535714285714286;0.321428571428571;1;5
parambu;49;11;32;4;2;17;38;28;0.5;0.464285714285714;0.535714285714286;0.428571428571429;1;4
santo augusto;63;1;52;9;1;35;41;28;0.285714285714286;0.714285714285714;0.392857142857143;0.464285714285714;0.964285714285714;4
caldeirao grande;90;6;67;11;6;33;34;27;1;0;0.851851851851852;0.62962962962963;1;5
conceicao das alagoas;49;1;39;8;1;24;38;27;0.851851851851852;0.148148148148148;0.259259259259259;0.259259259259259;0.740740740740741;3
palmares do sul;62;3;50;6;3;28;43;27;0.814814814814815;0.185185185185185;0.444444444444444;0.407407407407407;1;5
sao jose dos ausentes;66;2;48;7;9;32;37;27;0.62962962962963;0.37037037037037;0.592592592592593;0.666666666666667;0.962962962962963;5
sitio novo;102;10;78;12;2;39;44;27;0.851851851851852;0.111111111111111;0.444444444444444;0.592592592592593;1;5
cidade ocidental;51;1;42;2;6;15;44;26;0.961538461538461;0.0384615384615385;0.346153846153846;0.423076923076923;0.0384615384615385;2
itaguari;53;4;32;14;3;31;32;26;0.807692307692308;0.192307692307692;0.653846153846154;0.653846153846154;1;5
novo cabrais;57;3;46;7;1;30;37;26;0.730769230769231;0.230769230769231;0.461538461538462;0.576923076923077;0.961538461538461;5
pio ix;82;12;53;11;6;42;41;26;1;0;0.5;0.769230769230769;0.961538461538461;5
santa rita de cassia;64;6;58;0;0;16;36;26;0.615384615384615;0.384615384615385;0.269230769230769;0.5;1;4
santo angelo;52;0;46;6;0;17;38;26;0.576923076923077;0.423076923076923;0.423076923076923;0.461538461538462;1;4
ubaira;63;15;31;16;1;35;38;26;0.384615384615385;0.538461538461538;0.5;0.769230769230769;0.961538461538461;4
caracol;52;4;36;10;2;29;29;25;0.64;0.32;0.52;0.4;1;5
rio crespo;62;2;53;1;6;9;37;25;0.88;0.12;0.28;0.32;1;5
ruropolis;57;5;44;5;3;22;36;25;0.56;0.36;0.16;0.4;0.92;4
wenceslau braz;38;2;30;5;1;21;29;25;0.32;0.68;0.52;0.64;1;4
figueiropolis doeste;82;0;76;1;5;19;38;24;0.916666666666667;0.0833333333333333;0.25;0.333333333333333;1;5
ibiruba;48;0;42;4;2;17;29;24;0.25;0.75;0.416666666666667;0.416666666666667;1;4
ielmo marinho;42;5;32;3;2;9;38;24;0.833333333333333;0.125;0.333333333333333;0.5;0.958333333333333;5
jose da penha;51;6;28;14;3;26;38;24;0.916666666666667;0.0833333333333333;0.375;0.5;1;5
loreto;47;3;32;8;4;21;35;24;0.875;0.125;0.291666666666667;0.291666666666667;1;5
miguel leao;69;5;44;15;5;39;36;24;0.583333333333333;0.416666666666667;0.5;0.458333333333333;1;4
muliterno;40;3;33;3;1;15;36;24;0.375;0.625;0.375;0.708333333333333;1;4
pariconha;68;6;52;8;2;18;42;24;0.875;0.125;0.458333333333333;0.458333333333333;1;5
pedrinopolis;65;6;41;16;2;35;36;24;0.875;0.125;0.333333333333333;0.416666666666667;1;5
abel figueiredo;71;12;33;18;8;35;37;23;0.217391304347826;0.782608695652174;0.217391304347826;0.478260869565217;1;4
andarai;51;3;36;2;10;16;37;23;0.695652173913044;0.304347826086957;0.391304347826087;0.521739130434783;1;5
bertolinia;55;13;27;14;1;22;31;23;0.478260869565217;0.478260869565217;0.434782608695652;0.434782608695652;1;4
brejo grande do araguaia;47;6;35;5;1;16;36;23;0.826086956521739;0.130434782608696;0.260869565217391;0.391304347826087;0.956521739130435;5
forquetinha;56;2;51;2;1;13;44;23;0.695652173913044;0.304347826086957;0.217391304347826;0.304347826086957;1;3
igarape-acu;60;4;37;14;5;23;43;23;1;0;0.304347826086957;0.434782608695652;1;5
jussari;36;1;33;2;0;15;26;23;0.173913043478261;0.826086956521739;0.391304347826087;0.652173913043478;0.956521739130435;4
mostardas;57;0;47;8;2;37;37;23;1;0;0.521739130434783;0.478260869565217;0.956521739130435;5
nova timboteua;57;8;35;12;2;16;41;23;0.782608695652174;0.217391304347826;0.434782608695652;0.347826086956522;0.956521739130435;5
pinheiral;51;1;45;3;2;22;36;23;0.739130434782609;0.260869565217391;0.478260869565217;0.478260869565217;0.0434782608695652;2
uruara;76;11;58;7;0;26;35;23;0.652173913043478;0.260869565217391;0.173913043478261;0.478260869565217;1;5
vila alta;80;0;78;1;1;14;42;23;0.826086956521739;0.173913043478261;0.347826086956522;0.521739130434783;1;5
axixa;45;6;25;10;4;17;37;22;0.863636363636364;0.136363636363636;0.318181818181818;0.545454545454545;1;5
camboriu;42;0;39;2;1;22;35;22;0.727272727272727;0.272727272727273;0.454545454545455;0.5;0.363636363636364;5
castelandia;41;1;38;2;0;19;32;22;0.863636363636364;0.136363636363636;0.454545454545455;0.545454545454545;1;5
itaquara;56;4;39;11;2;29;28;22;0.454545454545455;0.545454545454545;0.318181818181818;0.5;1;4
sao jeronimo;44;1;40;2;1;7;36;22;0.863636363636364;0.136363636363636;0.5;0.318181818181818;1;5
assuncao;58;4;38;3;13;13;33;21;0.904761904761905;0.0952380952380952;0.428571428571429;0.380952380952381;1;5
colorado;47;0;45;2;0;15;34;21;0.619047619047619;0.285714285714286;0.428571428571429;0.428571428571429;0.952380952380952;5
cristalandia do piaui;60;11;44;4;1;31;31;21;0.523809523809524;0.380952380952381;0.238095238095238;0.571428571428571;1;4
estrela do sul;60;15;32;13;0;22;37;21;0.952380952380952;0;0.476190476190476;0.476190476190476;1;5
luzinopolis;50;4;37;3;6;25;31;21;0.761904761904762;0.238095238095238;0.428571428571429;0.523809523809524;1;5
pocrane;50;0;40;10;0;30;30;21;0.428571428571429;0.571428571428571;0.380952380952381;0.571428571428571;0.857142857142857;4
sao francisco do piaui;39;3;25;2;9;11;33;21;0.714285714285714;0.238095238095238;0.571428571428571;0.476190476190476;0.952380952380952;5
sao martinho;57;0;52;4;1;20;41;21;0.428571428571429;0.571428571428571;0;0.333333333333333;0.80952380952381;3
vista serrana;35;4;26;4;1;15;23;21;0.761904761904762;0.238095238095238;0.428571428571429;0.571428571428571;1;5
laranjal do jari;57;3;37;11;6;23;23;20;0.4;0.6;0.2;0.45;0.95;4
loanda;44;2;40;2;0;19;30;20;0.85;0.1;0.55;0.5;0.95;5
piraque;29;1;23;5;0;12;26;20;0.8;0.2;0.25;0.45;1;5
porteirao;39;3;30;5;1;9;34;20;0.75;0.25;0.45;0.45;1;5
sao juliao;36;1;27;4;4;8;22;20;0.85;0.15;0.25;0.55;1;5
soledade de minas;41;0;40;0;1;11;32;20;0.65;0.25;0.4;0.35;0.95;5
humberto de campos;52;8;26;10;8;26;27;19;0.894736842105263;0.105263157894737;0.526315789473684;0.578947368421053;0.947368421052632;5
maranhaozinho;43;6;30;4;3;9;30;19;1;0;0.526315789473684;0.368421052631579;1;5
pontal do araguaia;49;0;44;2;3;19;38;19;0.736842105263158;0.210526315789474;0.315789473684211;0.473684210526316;1;5
arambare;29;1;26;0;2;3;26;18;0.777777777777778;0.166666666666667;0.444444444444444;0.388888888888889;1;5
cacu;47;2;42;2;1;11;29;18;0.722222222222222;0.277777777777778;0.277777777777778;0.555555555555556;0.833333333333333;5
colinas;33;3;24;4;2;11;27;18;0.277777777777778;0.611111111111111;0.388888888888889;0.333333333333333;0.944444444444444;4
delfim moreira;33;0;27;6;0;18;24;18;0.277777777777778;0.722222222222222;0.5;0.444444444444444;1;4
gilbues;59;13;35;7;4;22;31;18;0.833333333333333;0.111111111111111;0.388888888888889;0.444444444444444;1;5
goioere;40;1;24;13;2;27;24;18;0.722222222222222;0.222222222222222;0.666666666666667;0.555555555555556;1;5
itaiba;41;6;27;8;0;16;23;18;0.944444444444444;0;0.5;0.5;1;5
major sales;45;9;27;6;3;19;32;18;0.833333333333333;0.166666666666667;0.722222222222222;0.777777777777778;1;5
mata;28;1;22;4;1;12;25;18;0.777777777777778;0.222222222222222;0.611111111111111;0.722222222222222;1;5
palestina do para;30;5;23;0;2;9;23;18;0.944444444444444;0.0555555555555556;0.388888888888889;0.222222222222222;0.888888888888889;5
prado;34;2;26;5;1;15;24;18;0.277777777777778;0.555555555555556;0.333333333333333;0.5;1;4
sao miguel do araguaia;51;11;17;21;2;28;23;18;0.888888888888889;0.0555555555555556;0.611111111111111;0.777777777777778;1;5
sao sebastiao de lagoa de  roca;51;2;30;9;10;21;32;18;0.388888888888889;0.333333333333333;0.5;0.277777777777778;1;4
satubinha;23;2;19;1;1;5;21;18;0.833333333333333;0.166666666666667;0.5;0.333333333333333;0.944444444444444;5
vila nova do mamore;39;5;27;3;4;11;24;18;0.722222222222222;0.277777777777778;0.666666666666667;0.555555555555556;0.944444444444444;5
xinguara;45;2;38;2;3;12;35;18;0.944444444444444;0.0555555555555556;0.111111111111111;0.333333333333333;1;3
fronteiras;35;5;23;7;0;12;21;17;0.823529411764706;0.176470588235294;0.411764705882353;0.705882352941177;1;5
guaxupe;33;1;23;6;3;21;23;17;0.294117647058824;0.588235294117647;0.235294117647059;0.470588235294118;1;4
japeri;32;1;30;0;1;8;26;17;0.764705882352941;0.235294117647059;0.647058823529412;0.352941176470588;0.235294117647059;2
juarez tavora;34;0;28;5;1;12;22;17;0.764705882352941;0.235294117647059;0.647058823529412;0.411764705882353;0.470588235294118;5
junco do maranhao;68;12;41;12;3;33;32;17;0.941176470588235;0.0588235294117647;0.647058823529412;0.529411764705882;0.941176470588235;5
rio tinto;29;0;26;2;1;17;20;17;0.588235294117647;0.411764705882353;0.529411764705882;0.588235294117647;0;2
sucupira do riachao;35;1;30;2;2;16;22;17;0.470588235294118;0.529411764705882;0.294117647058824;0.529411764705882;1;4
guacui;32;0;27;5;0;22;25;16;0.5;0.375;0.5;0.8125;1;4
janduis;40;5;27;7;1;20;23;16;0.75;0.25;0.4375;0.5625;1;5
olho dagua do piaui;35;0;26;7;2;14;25;16;0.5625;0.3125;0.375;0.375;0.9375;4
severiano melo;30;9;14;4;3;9;25;16;0.8125;0.1875;0.3125;0.625;1;5
alfredo chaves;26;0;21;1;4;3;24;15;0.6;0.4;0.533333333333333;0.333333333333333;0.733333333333333;5
augusto severo;32;2;24;6;0;20;22;15;0.466666666666667;0.466666666666667;0.266666666666667;0.6;0.866666666666667;4
camamu;26;3;19;2;2;8;21;15;0.6;0.333333333333333;0.133333333333333;0.266666666666667;1;3
cianorte;32;1;24;6;1;18;19;15;0.8;0.0666666666666667;0.733333333333333;0.533333333333333;0.933333333333333;5
itape;29;0;23;4;2;11;19;15;0.133333333333333;0.866666666666667;0.4;0.666666666666667;1;4
manoel emidio;30;2;23;2;3;6;24;15;0.533333333333333;0.466666666666667;0.266666666666667;0.666666666666667;0.933333333333333;4
novo progresso;38;2;28;7;1;19;24;15;0.533333333333333;0.266666666666667;0.266666666666667;0.6;1;4
taboleiro grande;24;5;14;4;1;14;16;15;0.6;0.4;0.333333333333333;0.4;1;4
tururu;34;6;20;4;4;11;26;15;0.933333333333333;0;0.4;0.4;1;5
verissimo;29;2;22;5;0;15;21;15;0.6;0.4;0.6;0.6;0.8;5
araguatins;30;3;13;10;4;15;21;14;0.785714285714286;0.142857142857143;0.642857142857143;0.642857142857143;1;5
castilho;21;0;20;1;0;7;18;14;0.285714285714286;0.714285714285714;0.357142857142857;0.642857142857143;0.571428571428571;4
itabira;28;1;24;2;1;7;24;14;0.642857142857143;0.357142857142857;0.142857142857143;0.285714285714286;0.928571428571429;3
manoel urbano;47;3;35;9;0;24;21;14;1;0;0.285714285714286;0.642857142857143;1;5
maracas;22;1;19;0;2;3;17;14;0.5;0.5;0.428571428571429;0.285714285714286;1;4
pedras de fogo;30;1;26;2;1;12;20;14;0.428571428571429;0.285714285714286;0.357142857142857;0.785714285714286;0.0714285714285714;2
sao goncalo do gurgueia;21;2;17;2;0;7;18;14;0.142857142857143;0.857142857142857;0.214285714285714;0.5;1;4
aramari;43;3;36;3;1;24;26;13;0.615384615384615;0.153846153846154;0.153846153846154;0.538461538461538;1;4
campo novo do parecis;37;1;32;2;2;8;18;13;0.769230769230769;0.153846153846154;0.384615384615385;0.230769230769231;1;5
messias targino;24;6;16;1;1;9;16;13;0.692307692307692;0.230769230769231;0.461538461538462;0.461538461538462;1;5
peixe-boi;38;8;26;3;1;9;23;13;0.923076923076923;0.0769230769230769;0.307692307692308;0.230769230769231;0.923076923076923;3
rio branco do sul;28;5;20;3;0;12;22;13;0;0.923076923076923;0.384615384615385;0.692307692307692;0.923076923076923;4
rio maria;32;1;30;0;1;8;24;13;1;0;0.307692307692308;0.461538461538462;1;5
boca do acre;30;3;22;2;3;14;17;12;0.666666666666667;0.333333333333333;0.333333333333333;0.5;1;5
bodoco;26;3;14;9;0;13;18;12;0.916666666666667;0;0.416666666666667;0.666666666666667;1;5
constantina;19;0;17;1;1;8;18;12;0.333333333333333;0.666666666666667;0.333333333333333;0.416666666666667;1;4
encruzilhada do sul;30;0;29;1;0;5;17;12;0.833333333333333;0.166666666666667;0.166666666666667;0.25;1;3
guadalupe;34;2;15;12;5;17;25;12;0.833333333333333;0.166666666666667;0.416666666666667;0.75;0.916666666666667;5
irupi;22;1;15;5;1;10;17;12;0.666666666666667;0.25;0.5;0.666666666666667;1;5
palhano;17;1;12;2;2;5;15;12;0.666666666666667;0.25;0.666666666666667;0.333333333333333;0.916666666666667;5
pindare-mirim;28;4;20;0;4;10;18;12;1;0;0.333333333333333;0.583333333333333;0.916666666666667;5
presidente vargas;23;5;15;1;2;8;17;12;0.416666666666667;0.583333333333333;0.25;0.25;1;4
sao bentinho;40;2;19;14;5;29;19;12;0.583333333333333;0.333333333333333;0.5;0.416666666666667;1;4
varzea alegre;24;6;16;1;1;10;17;12;0.666666666666667;0.25;0.666666666666667;0.666666666666667;0.916666666666667;5
vereda;33;1;26;6;0;20;18;12;0.166666666666667;0.75;0.333333333333333;0.25;1;4
alagoinha do piaui;20;3;14;2;1;4;17;11;0.545454545454545;0.454545454545455;0.363636363636364;0.454545454545455;1;4
alegre;32;1;25;6;0;18;21;11;0.363636363636364;0.454545454545455;0.363636363636364;0.818181818181818;1;4
amapa;37;3;16;1;17;6;13;11;0.545454545454545;0.454545454545455;0.272727272727273;0.454545454545455;1;4
dom macedo costa;19;1;16;1;1;3;19;11;0.636363636363636;0.363636363636364;0.545454545454545;0.454545454545455;1;5
igaci;31;2;25;2;2;13;15;11;0.909090909090909;0.0909090909090909;0.545454545454545;0.727272727272727;0.909090909090909;5
jenipapo dos vieiras;24;4;14;0;6;4;20;11;0.636363636363636;0.363636363636364;0.272727272727273;0.545454545454545;1;5
jiquirica;25;3;14;7;1;12;19;11;0.363636363636364;0.545454545454545;0.272727272727273;0.727272727272727;1;4
ladario;50;0;48;1;1;22;13;11;0.363636363636364;0.545454545454545;0.272727272727273;0.727272727272727;0.909090909090909;4
manicore;24;3;18;3;0;3;13;11;1;0;0;0.272727272727273;1;3
nova mamore;31;5;18;5;3;15;18;11;0.545454545454545;0.0909090909090909;0.818181818181818;0.454545454545455;1;5
riacho de santana;28;5;15;7;1;10;22;11;1;0;0.363636363636364;0.363636363636364;1;5
santa margarida;22;2;16;3;1;8;19;11;0.272727272727273;0.727272727272727;0.454545454545455;0.363636363636364;1;4
santana;30;2;24;4;0;11;14;11;0.818181818181818;0.181818181818182;0.0909090909090909;0.272727272727273;0.909090909090909;3
sao bento do tocantins;27;3;11;9;4;13;16;11;0.636363636363636;0.363636363636364;0.454545454545455;0.727272727272727;1;5
sao domingos do capim;26;2;24;0;0;5;24;11;0.818181818181818;0.181818181818182;0.545454545454545;0.545454545454545;0.727272727272727;5
sao miguel do guapore;19;0;14;5;0;12;16;11;1;0;0.818181818181818;0.363636363636364;0.727272727272727;5
vicencia;23;0;17;3;3;3;21;11;0.636363636363636;0.363636363636364;0.0909090909090909;0.636363636363636;1;4
anajatuba;20;1;18;1;0;2;19;10;1;0;0.5;0.5;1;5
davinopolis;34;3;24;5;2;21;19;10;1;0;0.7;0.4;1;5
farias brito;32;9;14;7;2;10;19;10;0.7;0.3;0.3;0.6;1;5
icapui;21;0;20;1;0;8;12;10;0.9;0.1;0.6;0.6;0.8;5
igreja nova;21;0;20;1;0;2;19;10;0.7;0.3;0.1;0.1;0.6;3
laurentino;16;0;16;0;0;4;16;10;0.5;0.5;0.3;0.6;1;4
nova floresta;25;6;9;7;3;11;19;10;1;0;0.7;0.7;1;5
ourem;33;1;17;12;3;21;16;10;0.8;0.2;0.3;0.6;1;5
pedrao;21;1;18;0;2;10;15;10;0.3;0.7;0.2;0.2;1;4
pinhais;19;0;19;0;0;5;18;10;0.9;0.1;0.3;0.4;0;2
sao domingos do maranhao;23;7;9;4;3;8;15;10;1;0;0.5;0.7;1;5
sao goncalo do piaui;46;2;34;7;3;37;14;10;0.9;0.1;0.8;0.9;1;5
sao joao do jaguaribe;30;4;22;4;0;11;15;10;0.8;0.2;0.6;0.4;1;5
sao jose do norte;30;10;11;9;0;10;15;10;0.6;0.4;0.1;0.4;1;4
sao luis gonzaga do maranhao;16;1;14;0;1;3;14;10;0.9;0.1;0.5;0.7;1;5
senador alexandre costa;22;3;13;2;4;9;15;10;0.9;0.1;0.4;0.5;1;5
taparuba;21;2;12;6;1;14;14;10;0.8;0.2;0.6;0.3;1;5
amontada;35;4;23;7;1;21;17;9;0.888888888888889;0.111111111111111;0.888888888888889;0.888888888888889;1;5
canabrava do norte;23;1;19;2;1;6;14;9;0.777777777777778;0.222222222222222;0.333333333333333;0.444444444444444;0.888888888888889;5
cruzeiro do oeste;22;3;10;9;0;15;13;9;0.666666666666667;0.111111111111111;0.666666666666667;0.444444444444444;0.888888888888889;5
foz do jordao;26;1;21;4;0;8;16;9;0.666666666666667;0.333333333333333;0.444444444444444;0.333333333333333;0.666666666666667;5
guajara-mirim;19;2;14;1;2;8;12;9;1;0;0.666666666666667;0.444444444444444;0.666666666666667;5
icaraima;26;1;25;0;0;6;13;9;0.888888888888889;0.111111111111111;0.666666666666667;0.444444444444444;0.888888888888889;5
pracuuba;24;2;19;1;2;6;14;9;0.666666666666667;0.333333333333333;0.333333333333333;0.333333333333333;1;5
santa maria das barreiras;22;2;15;4;1;7;17;9;0.888888888888889;0.111111111111111;0.444444444444444;0.444444444444444;1;5
sulina;13;0;12;1;0;5;11;9;0.555555555555556;0.444444444444444;0.333333333333333;0.666666666666667;1;4
antonio martins;15;3;10;1;1;4;11;8;0.625;0.375;0.5;0.25;0.625;5
baianopolis;16;1;13;0;2;3;14;8;0.75;0.25;0.25;0.125;1;3
bom principio do piaui;18;0;13;4;1;12;10;8;0.875;0.125;0.625;0.375;1;5
boninal;20;1;18;1;0;8;12;8;1;0;0.25;0.625;1;5
bossoroca;20;0;16;4;0;7;12;8;0.75;0.25;0.625;0.625;1;5
catolandia;25;4;16;4;1;11;12;8;0.75;0.25;0.375;0.75;1;5
goias;18;1;14;1;2;8;15;8;0.5;0.125;0.375;0.25;1;4
mariana pimentel;26;0;23;3;0;6;17;8;1;0;0.5;0.5;0.875;5
mogeiro;11;0;10;1;0;4;9;8;0.75;0.125;0.25;0.625;0.125;2
nisia floresta;18;0;16;1;1;5;16;8;0.5;0.375;0.375;0.25;0.125;2
pedro alexandre;18;5;11;1;1;4;14;8;0.375;0.5;0.5;0.75;0.75;4
pereiro;17;2;13;1;1;7;12;8;0.75;0.25;0.5;0.25;1;5
rio das flores;16;0;13;1;2;4;14;8;0.625;0.375;0.25;0.625;1;4
sao domingos;20;2;15;3;0;11;13;8;0.75;0.25;0.375;0.5;0.875;5
tocantinopolis;20;1;16;2;1;4;11;8;0.625;0.375;0.375;0.375;1;5
vera cruz;13;0;12;0;1;2;10;8;0.625;0.125;0.125;0.375;0.5;3
agricolandia;9;0;8;0;1;3;9;7;0.428571428571429;0.571428571428571;0.428571428571429;0.285714285714286;1;4
balneario barra do sul;22;0;21;1;0;13;13;7;0.428571428571429;0.571428571428571;0.428571428571429;0.714285714285714;1;4
cacequi;14;1;11;2;0;2;10;7;0.857142857142857;0.142857142857143;0.428571428571429;0.714285714285714;1;5
chupinguaia;15;1;14;0;0;5;12;7;0.571428571428571;0.142857142857143;0.285714285714286;0.428571428571429;1;4
coronel joao sa;12;2;8;1;1;5;9;7;0.714285714285714;0.285714285714286;0.428571428571429;0.714285714285714;1;5
eliseu martins;15;6;8;1;0;4;10;7;0.857142857142857;0;0.571428571428571;0.857142857142857;1;5
matoes;17;3;10;3;1;5;12;7;1;0;0.142857142857143;0.857142857142857;1;5
