municipio;pessoas;mortos;feridos_leves;feridos_graves;ignorados;feridos;veiculos;freq;share_tracado_via_tipo_1;share_tracado_via_tipo_2;share_is_night;share_is_weekend;share_is_single_lane;cluster
paraopeba;2423;63;2018;256;86;918;1817;1172;0.796928327645051;0.187713310580205;0.416382252559727;0.528156996587031;0.307167235494881;2
parati;2582;57;2227;219;79;816;1737;1171;0.523484201537148;0.476515798462852;0.403074295473954;0.525192143467122;0.963279248505551;4
uruacu;3040;110;2523;304;103;1099;1988;1169;0.833190761334474;0.147989734816082;0.390932420872541;0.501283147989735;0.971770744225834;5
frederico westphalen;2564;56;2261;169;78;846;2092;1166;0.644082332761578;0.347341337907376;0.409948542024014;0.513722126929674;0.98885077186964;5
santana do livramento;2759;38;2456;218;47;911;1676;1159;0.719585849870578;0.269197584124245;0.422778257118205;0.471958584987058;0.993097497842968;5
nova santa rita;2444;40;2211;136;57;598;1989;1158;0.690846286701209;0.303108808290155;0.383419689119171;0.441278065630397;0.189982728842832;2
professor jamil;2245;43;1974;173;55;757;1454;1153;0.549869904596704;0.439722463139636;0.353859496964441;0.449262792714657;0.111882046834345;2
mundo novo;2712;35;2496;91;90;482;2230;1152;0.814236111111111;0.170138888888889;0.252604166666667;0.527777777777778;0.950520833333333;5
cruz alta;2703;52;2470;144;37;652;1742;1150;0.560869565217391;0.429565217391304;0.402608695652174;0.480869565217391;0.964347826086957;4
juazeiro;2881;84;2386;245;166;800;2152;1150;0.784347826086957;0.211304347826087;0.379130434782609;0.459130434782609;0.962608695652174;5
bezerros;2474;103;1939;263;169;849;1700;1144;0.743881118881119;0.250874125874126;0.380244755244755;0.461538461538462;0.168706293706294;2
sangao;2188;46;1866;204;72;884;1762;1142;0.728546409807356;0.241681260945709;0.42907180385289;0.466725043782837;0.352014010507881;2
tres marias;2602;90;2214;252;46;1015;1616;1141;0.632778264680105;0.348816827344435;0.432077125328659;0.489921121822962;0.988606485539001;5
itapecuru mirim;2448;120;1923;261;144;564;2052;1139;0.892010535557507;0.101843722563652;0.313432835820896;0.432835820895522;0.950834064969271;5
nova vicosa;2684;105;2156;317;106;910;1830;1137;0.783641160949868;0.213720316622691;0.481090589270009;0.485488126649077;0.992963940193492;5
santa cruz do sul;2698;37;2315;274;72;999;2116;1134;0.738977072310406;0.257495590828924;0.414462081128748;0.450617283950617;0.933862433862434;5
